end_gy,peak_velocity,sd,end_gx,type,start_gy,mean_gx,end_time,start_gx,amplitude,blink_id,rms,duration,mean_gy,start_time,end_point
0.5818195285047721,11.538331301837287,,0.45038569061389433,saccade,0.6549612605512771,,623740.6833333333,0.45599264105736825,0.07335404672663508,,,0.008333333333333333,,623740.675,
0.35053990596808676,22.39879313124228,,0.385231526707552,saccade,0.11530268485185037,,623741.0541666667,0.3351343621754966,0.2405079744473154,,,0.020833333333333332,,623741.0333333333,
0.03519589595915441,23.570005036931647,,0.33117965720851644,saccade,0.04727030931430291,,623741.0791666667,0.30647520327926225,0.027497217762394353,,,0.0125,,623741.0666666667,
-0.05377005788556492,24.370904765408735,,0.3165905319772502,saccade,-0.0042740102097178915,,623741.0916666667,0.3019977867824776,0.05160170098284292,,,0.008333333333333333,,623741.0833333334,
-0.09424287807525072,2887.802078472025,,0.2795511845811515,saccade,-0.33918879275242375,,623741.1708333333,0.358336306332247,0.2573008509513673,,,0.041666666666666664,,623741.1291666667,
-0.306388103297398,3389.494088107449,,0.36091468427528356,saccade,-0.3099774209063963,,623741.5583333333,0.36113446356181106,0.0035959687195150003,,,0.025,,623741.5333333333,
-7.8428767588984805,3275.2994682626636,,-11.018162458826723,saccade,-0.3079389108450053,,623741.5791666667,0.3606279961968052,13.622472501586543,,,0.008333333333333333,,623741.5708333333,
0.4669156689913666,45.49486787591741,,0.10437472207278817,saccade,0.18358658061360433,,623786.4333333333,0.7065901880704365,0.6655329295040608,,,0.020833333333333332,,623786.4125,
0.38271598952006325,109.40267237099073,,0.29554126297976047,saccade,0.18626808021711636,,623786.4625,0.7077789131701003,0.45664924875651847,,,0.008333333333333333,,623786.4541666667,
0.3551071322966033,96.91942922883746,,0.4027237036799409,saccade,0.18123105002192377,,623786.4833333333,0.7110823495866742,0.35399861208780437,,,0.008333333333333333,,623786.475,
0.7297430186714351,24.45825582891096,,0.4798016735358421,saccade,0.777360432160125,,623789.8916666667,0.4622374792455999,0.050752002286177225,,,0.020833333333333332,,623789.8708333333,
0.7184435611497951,66.58449954281897,,0.5539822906960448,saccade,0.7837411510063729,,623790.6416666667,0.6677072112863319,0.13113598587352404,,,0.025,,623790.6166666667,
0.8874953386306806,257.11082696977735,,0.17368430196949733,saccade,0.513921434021124,,623790.7166666667,0.5482164365207307,0.5289855824627965,,,0.07083333333333333,,623790.6458333334,
0.3851180944787546,30.25252943544732,,0.4407111338827007,saccade,0.26422782201566325,,623791.2041666667,0.4765903099096581,0.12609851824507828,,,0.008333333333333333,,623791.1958333333,
0.3011379713748023,13.157723722230335,,0.8576403847149805,saccade,0.283429630087903,,623792.7291666666,0.8784655405144979,0.027334968240883196,,,0.008333333333333333,,623792.7208333333,
0.28318265233137,12.95371740445028,,0.8857590725115975,saccade,0.33035313467012006,,623792.75,0.8607439702354054,0.05338813433192861,,,0.008333333333333333,,623792.7416666667,
0.2544476783531895,21.598116085976045,,0.902752523418401,saccade,0.3319395815185784,,623792.8083333333,0.8613582948438835,0.08784676367646237,,,0.025,,623792.7833333333,
0.2645252238032629,18.51978314588467,,0.8990081221983471,saccade,0.24972950340986172,,623792.85,0.9013443600889587,0.01497722659585618,,,0.0125,,623792.8375,
0.5105348311951007,9.90792288539996,,0.09449893496427478,saccade,0.5000851051571775,,623797.15,0.13143662190164462,0.03838735548813393,,,0.008333333333333333,,623797.1416666667,
0.5256281045176413,19.273780516211627,,0.2075735820511573,saccade,0.5555281741413568,,623797.1625,0.2954421170102355,0.0928163573801158,,,0.008333333333333333,,623797.1541666667,
0.2699544542820296,28.83758126088895,,0.29641764863272113,saccade,0.23506083451655085,,623800.9333333333,0.18768027769754841,0.1141987672536042,,,0.008333333333333333,,623800.925,
0.2700934034550964,11.857177308345207,,0.1813714619841904,saccade,0.22326458752852557,,623802.4041666667,0.16737728318327766,0.04887488841956278,,,0.008333333333333333,,623802.3958333334,
0.20677940553152901,46.49360044417632,,0.1690276594265672,saccade,0.08127532514046915,,623802.45,0.16813445671309143,0.12550671553669515,,,0.020833333333333332,,623802.4291666667,
-0.13861279503096266,53.08837855239036,,0.1922041972227317,saccade,-0.004869042180009131,,623802.4625,0.16194761215875295,0.13712286862047873,,,0.008333333333333333,,623802.4541666667,
0.35809384838789415,17.66605077673767,,0.41560648880100864,saccade,0.38212126860348494,,623820.6208333333,0.4541866561535809,0.045450114989615556,,,0.0125,,623820.6083333333,
0.48550481597609824,10.770253205638035,,0.3799126810606777,saccade,0.4849412519911808,,623821.7166666667,0.32966106820035196,0.050254772773443916,,,0.008333333333333333,,623821.7083333334,
0.48555677172915257,9.908065571749368,,0.24602614323618927,saccade,0.47662650461631273,,623821.7416666667,0.20768273236003137,0.0393696021621128,,,0.008333333333333333,,623821.7333333333,
0.4690688529637269,11.500205374273433,,0.23248000161628532,saccade,0.4351414928117629,,623822.075,0.17381570961173923,0.06776835804245851,,,0.008333333333333333,,623822.0666666667,
0.2761004104084539,41.369267756365346,,0.731315742556634,saccade,0.2685279507071057,,623827.175,0.7187270260769784,0.014690430451421654,,,0.0125,,623827.1625,
0.10248793826752621,41.969753132306586,,0.66384879599537,saccade,0.12164210822299605,,623827.1875,0.6130053210181587,0.05433135006324244,,,0.008333333333333333,,623827.1791666667,
-0.006871844895253446,39.58699401021168,,0.5096066578029432,saccade,-0.09284888505090505,,623827.2208333333,0.4065059199261903,0.134243581403734,,,0.029166666666666667,,623827.1916666667,
-0.18753854817080037,36.65608623794335,,0.5263451813191864,saccade,-0.11462589194447867,,623827.2416666667,0.3631509305866574,0.17874085990058242,,,0.016666666666666666,,623827.225,
0.4255800246231854,11.745279418530505,,0.545133223178811,saccade,0.470115326722181,,623830.975,0.4928175966207276,0.06870338459175798,,,0.008333333333333333,,623830.9666666667,
0.4483568761859917,17.582802492970103,,0.33357865509571866,saccade,0.4588030195508544,,623849.1416666667,0.25500485479336477,0.07926513173824387,,,0.008333333333333333,,623849.1333333333,
0.4388696198228424,9.468923111000866,,0.15112550471243286,saccade,0.4255064944311249,,623850.9833333333,0.11928572532539641,0.03453032973872917,,,0.008333333333333333,,623850.975,
0.6525846438622679,12.307554522578227,,0.28386167145055513,saccade,0.6613734963358434,,623867.0333333333,0.3398836890724854,0.05670721374744909,,,0.008333333333333333,,623867.025,
0.5260006156232072,20.24905572516582,,0.39623177039254387,saccade,0.5270919324639499,,623874.3083333333,0.45430520524617596,0.058083687406406806,,,0.008333333333333333,,623874.3,
0.3161849182630577,50.80186820285048,,0.6704530627914304,saccade,0.19804743287167367,,623889.55,0.6577400763966113,0.11881165995064186,,,0.008333333333333333,,623889.5416666666,
0.5509204102688089,13.693259414277843,,0.10207410895681447,saccade,0.48813601162013054,,623894.9125,0.037448222485967575,0.09010205132872318,,,0.008333333333333333,,623894.9041666667,
0.47608544574051087,13.149577030779621,,0.11173574035792724,saccade,0.4553319596631823,,623920.7416666667,0.06592973187170803,0.05028813517565346,,,0.008333333333333333,,623920.7333333333,
0.625753434504328,17.40292344965014,,0.6788505060995104,saccade,0.5387556916018933,,623989.35,0.6662356708479488,0.08790164122684747,,,0.008333333333333333,,623989.3416666667,
0.15367687913026268,147.25426486100577,,0.6176103511735008,saccade,0.5390351681545684,,624007.6291666667,0.6086688529633628,0.38543995066064946,,,0.029166666666666667,,624007.6,
0.5420697199855464,155.60595237861835,,0.5174988879697192,saccade,0.49159816206533913,,624032.5708333333,0.6125739017048704,0.10764008582061492,,,0.041666666666666664,,624032.5291666667,
-0.08899582565299605,207.61149180866641,,0.6379170807660379,saccade,0.5390351681545684,,624032.6083333333,0.6086688529633628,0.6286745612714533,,,0.03333333333333333,,624032.575,
0.5570466188967372,8.957680455655977,,0.5552204613105793,saccade,0.5563533674787993,,624066.2708333334,0.6094713878678905,0.054255355304889806,,,0.008333333333333333,,624066.2625,
0.5995259171695092,9.461510712330965,,0.351015891402653,saccade,0.5631862692109141,,624074.7958333333,0.3944572514530652,0.05663625893158259,,,0.008333333333333333,,624074.7875,
-0.012546820222829257,94.28788908848172,,0.4994060866649492,saccade,0.10157533815437561,,624081.975,0.3202798668242827,0.2123897188587241,,,0.058333333333333334,,624081.9166666666,
0.025197933649840465,93.09485739972804,,0.4869459398421413,saccade,0.21431578404208879,,624081.9958333333,0.15219302097268336,0.3844786907809083,,,0.008333333333333333,,624081.9875,
0.02838742049443599,91.51185257553401,,0.4830727022094211,saccade,0.015314703797318075,,624082.0583333333,0.4885029118705644,0.014155239790004484,,,0.05416666666666667,,624082.0041666667,
0.14990839896405836,79.68316836385601,,0.22225154595301855,saccade,0.45095041156180293,,624220.475,0.4463218452388574,0.3752740224738898,,,0.05416666666666667,,624220.4208333333,
0.2936598106049001,17.90292805292527,,0.8909933083393294,saccade,0.36054889659899736,,624227.4125,0.9019042195872782,0.06776505461643606,,,0.008333333333333333,,624227.4041666667,
0.49083792045090363,23.78086050504069,,0.48193023130101115,saccade,0.4024410714347037,,624228.1291666667,0.47997710115529046,0.08841531002807627,,,0.008333333333333333,,624228.1208333333,
0.4520391554963818,13.889612554939022,,0.48119712038004087,saccade,0.39584824712035993,,624228.1416666667,0.4841572303220484,0.056266831798277725,,,0.008333333333333333,,624228.1333333333,
0.5214592074098395,24.60915794672574,,0.30442097960824727,saccade,0.05024176987611237,,624230.6291666667,0.28735437531688574,0.4715201151900867,,,0.029166666666666667,,624230.6,
-0.21256600333609516,97.24211003797701,,0.3270241852329439,saccade,0.18229633433091633,,624230.7166666667,0.47026401452661676,0.4200312911455901,,,0.025,,624230.6916666667,
0.2440908464984755,151.71222844787684,,0.49222776972460985,saccade,-0.20676883869833226,,624230.7625,0.3443680551412139,0.4744744500419928,,,0.041666666666666664,,624230.7208333333,
0.527311857110174,185.5479067045505,,0.5887215715228165,saccade,-0.20765563331445722,,624230.7833333333,0.34714222396379973,0.7736284403702831,,,0.0125,,624230.7708333334,
0.48591585554104455,174.82698920893324,,0.5752038877465916,saccade,0.527311857110174,,624230.8375,0.5887215715228165,0.04354514814376018,,,0.04583333333333333,,624230.7916666666,
-0.24200132608681316,195.2388887897753,,0.32427508714187175,saccade,-0.18622310813011278,,624230.85,0.34255779174072276,0.058697201845542134,,,0.008333333333333333,,624230.8416666667,
0.5256634051780382,193.39978134857296,,0.5881528689669901,saccade,0.527311857110174,,624230.9166666666,0.5887215715228165,0.0017437113948407966,,,0.0625,,624230.8541666666,
-0.10552546521481651,192.41071978413328,,0.3755377278674464,saccade,0.527311857110174,,624230.9458333333,0.5887215715228165,0.6677586454697048,,,0.025,,624230.9208333333,
,,0.08531709141365029,,fixation,,0.4138113939301622,623737.5232289999,,,,0.0047801807499569,1.0915579999564216,0.6290701303958212,623736.431671,
,,0.0041452477918163325,,fixation,,0.7206226160375745,623738.0050915,,,,0.0006832978564635626,0.1340230000205338,0.33978372587246486,623737.8710685,
,,0.02292030165330546,,fixation,,0.5604122378268211,623738.8696615,,,,0.0024998527457627553,0.5235355000477284,0.6339849709193661,623738.3461259999,
,,0.07220494362771925,,fixation,,0.36748408656687315,623740.676372,,,,0.006424429420489545,1.4799590000184253,0.572585896905079,623739.196413,
,,0.08426310580019299,,fixation,,0.4581710721119835,623741.0335735,,,,0.025252633738731028,0.35004349995870143,0.7886489867331404,623740.68353,
,,6.996537854185097,,fixation,,-4.78390213018683,623741.536151,,,,11.516923730004146,0.06219299999065697,-3.7200751959105904,623741.473958,
,,0.045990356280843685,,fixation,,0.4842066774583381,623743.3037689999,,,,0.004356584467287748,1.4084474998526275,0.5652344934831921,623741.8953215,
,,0.018489706643511544,,fixation,,0.4877634714706336,623749.594224,,,,0.0011299348152500025,5.760685999994166,0.5700793053475507,623743.833538,
,,0.004409107876738281,,fixation,,0.3139277161990169,623755.62286,,,,0.0005082342746144954,5.357539999997243,0.7123176340325988,623750.26532,
,,0.003901295895729261,,fixation,,0.6803656144550126,623756.9066244999,,,,0.0007513498691341528,0.9710144998971373,0.6835354697341831,623755.93561,
,,0.0010509304293426756,,fixation,,0.6795058452164513,623757.4910505,,,,0.0004149869708343561,0.27329450007528067,0.6720804078499855,623757.2177559999,
,,0.002536723213069577,,fixation,,0.6804055775183451,623761.3583835,,,,0.00047510298286414454,3.5537020000629127,0.6753661483613421,623757.8046815,
,,0.004008808341363437,,fixation,,0.6678530527777972,623764.3789194999,,,,0.0005356386295036514,1.957401999970898,0.4128759088980319,623762.4215175,
,,0.003664493612541498,,fixation,,0.6662887362847533,623767.3813135,,,,0.0005335094420529954,2.6377250000368804,0.42330073369118365,623764.7435885,
,,0.0574705629493459,,fixation,,0.2919265290998937,623770.3046565,,,,0.00377358195305692,2.0499124999623746,0.4565571254172758,623768.254744,
,,0.0012882552930260636,,fixation,,0.3010205201898555,623770.7727395,,,,0.0005186398766767317,0.08956550003495067,0.48119152688543765,623770.683174,
,,0.051061839963304025,,fixation,,0.3055743596594702,623773.7242294999,,,,0.003791011002674054,2.6032564998604357,0.4832961981352097,623771.1209730001,
,,0.0650774588356827,,fixation,,0.41529450981081006,623775.2356605,,,,0.005379032853838107,1.1978605000767857,0.66758506146504,623774.0377999999,
,,0.0026248630659527323,,fixation,,0.4588375194684896,623775.8245534999,,,,0.0007650223828163312,0.2577929999679327,0.6560995200606802,623775.5667605,
,,0.056854092801203064,,fixation,,0.4074781524361674,623778.043063,,,,0.0032608276757683336,1.1979915000265464,0.6530027124152035,623776.8450714999,
,,0.03174875090717788,,fixation,,0.46987591673207946,623779.1934664999,,,,0.005373584174963423,0.5441734999185428,0.45020928961942336,623778.649293,
,,0.04399219450087661,,fixation,,0.4783184901781046,623779.9765555,,,,0.004383495814413593,0.4590659999521449,0.6382784146810144,623779.5174895,
,,0.08039261711800197,,fixation,,0.7140718379777313,623781.10503,,,,0.007315279283863424,0.8064345000311732,0.6901095384107386,623780.2985955,
,,0.06724953520312049,,fixation,,0.5397542201248954,623785.352621,,,,0.0036554992425310933,2.7676645000465214,0.7212664865556814,623782.5849565,
,,0.008600544780302966,,fixation,,0.620784077072927,623785.9992495,,,,0.000826694040650469,0.30799999996088445,0.7643898498804674,623785.6912495,
,,0.0593173174044485,,fixation,,0.5457707378141091,623788.2260725,,,,0.0028315598363935057,0.9159394999733195,0.7235352383507991,623787.310133,
,,0.007329725058569502,,fixation,,0.529212218435315,623789.0716464999,,,,0.000658689238773637,0.48637149995192885,0.7644780311610406,623788.585275,
,,0.058933263227720495,,fixation,,0.6189138631784158,623789.877107,,,,0.020616547178916783,0.4591230000369251,0.4458046936508564,623789.4179839999,
,,0.07798267223901784,,fixation,,0.3937115713006827,623790.621248,,,,0.017639771921748072,0.7283804999897256,0.7748640088476989,623789.8928675,
,,0.023369452020259737,,fixation,,0.5477050470028183,623790.771284,,,,0.027292994350698173,0.05250400002114475,0.5022165669462416,623790.71878,
,,0.061763808209782056,,fixation,,0.514329445253781,623791.197424,,,,0.03911193789628439,0.2541419999906793,0.3172524614401704,623790.943282,
,,0.04092911411680704,,fixation,,0.797651095841658,623792.728017,,,,0.05407326004386162,0.06848100002389401,0.31580700670223344,623792.659536,
,,0.24080533777690225,,fixation,,0.42977330189959,623794.9623065,,,,0.013128513051044122,1.3526339998934418,0.4339481449003403,623793.6096725,
,,0.0013198851746311438,,fixation,,0.4436617641120597,623795.6517225,,,,0.0004768733138373423,0.30790500005241483,0.704818813157981,623795.3438174999,
,,0.036969327602604754,,fixation,,0.8442347010102352,623796.6518725,,,,0.004029347753334224,0.37727049994282424,0.329142899215002,623796.274602,
,,0.021978255652006964,,fixation,,0.026704918289076715,623797.145328,,,,0.018123001410072708,0.12168599991127849,0.5198965561473086,623797.023642,
,,0.07871320202602675,,fixation,,0.29545600340665873,623797.706809,,,,0.008070001542830925,0.5410365000134334,0.5837624980866779,623797.1657725,
,,0.00558297734700577,,fixation,,0.4687814998908381,623799.1097905,,,,0.005920226533053269,0.21875150001142174,0.2442950763897797,623798.891039,
,,0.044322827989146406,,fixation,,0.3497060457604373,623800.9295985,,,,0.021914327619721518,0.4278690000064671,0.26548488890632477,623800.5017295,
,,0.07154224324102554,,fixation,,0.14417195897973842,623801.6446209999,,,,0.00993148255849458,0.7109324999619275,0.32119202566036825,623800.9336885,
,,0.015984976790340197,,fixation,,0.16160828269765173,623802.396954,,,,0.015840254182412448,0.37689750001300126,0.21238742966366897,623802.0200565,
,,0.06986117773439329,,fixation,,0.30562681787555407,623808.271383,,,,0.003868990275394581,5.2417149998946115,0.7591109614867074,623803.0296680001,
,,0.18810432143473696,,fixation,,0.5658089574867656,623812.3013754999,,,,0.004966914968039222,2.9717409999575466,0.7062646668942798,623809.3296345,
,,0.03319609485524687,,fixation,,0.8260394047585763,623815.6775535,,,,0.002866965873545978,3.0725925001315773,0.6498018916951518,623812.6049609999,
,,0.07062909008573637,,fixation,,0.7576142376605698,623818.0281529999,,,,0.004056086395072549,2.069474499905482,0.6803001131440752,623815.9586785,
,,0.02134564307849836,,fixation,,0.4368747831936291,623819.066782,,,,0.002519371115493469,0.7041740000713617,0.7125101074639146,623818.3626079999,
,,0.047449252726770655,,fixation,,0.10861834648943348,623819.7794979999,,,,0.004229207985046832,0.37915649986825883,0.5316227954392168,623819.4003415001,
,,0.11851756797468825,,fixation,,0.2641100054241773,623820.610726,,,,0.015833676214667906,0.5239220000803471,0.4531012836915438,623820.086804,
,,0.027999445980739265,,fixation,,0.5545835347537044,623821.2168625,,,,0.008438459690114511,0.5939350000116974,0.4217489124898767,623820.6229274999,
,,0.04670482153473998,,fixation,,0.5408257064354764,623821.708637,,,,0.014833564818013349,0.13997500005643815,0.47418816227885136,623821.5686619999,
,,0.031813230329293674,,fixation,,0.24273034931544638,623822.0677354999,,,,0.008266707838857062,0.3255829999689013,0.47870760875673246,623821.7421525,
,,0.2037529709584795,,fixation,,0.207730099598376,623824.405832,,,,0.009411642533339915,2.3244654999580234,0.4554138858953091,623822.0813665,
,,0.029931175905278332,,fixation,,0.8415461482439881,623824.862269,,,,0.006523896552252753,0.09483650012407452,0.3713061940328415,623824.7674324999,
,,0.021735499687572688,,fixation,,0.8100231603106361,623827.1687939999,,,,0.012205533400408489,1.982990499935113,0.39961273590514074,623825.1858035,
,,0.010099981698245938,,fixation,,0.848692232326439,623828.1078049999,,,,0.0016189102468505906,0.5990159999346361,0.3630217853273462,623827.508789,
,,0.004322573534042743,,fixation,,0.8559098468643025,623828.5175615,,,,0.0016690609077235736,0.06194449996110052,0.37098808932210736,623828.455617,
,,0.10110976351828044,,fixation,,0.6352891964628054,623830.9689024999,,,,0.007494764979244424,2.0225074999034405,0.40552949934865795,623828.946395,
,,0.030543711632692216,,fixation,,0.4319884833594821,623831.4202999999,,,,0.00624301448434108,0.4418379998533055,0.4852209584582273,623830.978462,
,,0.09136973142746255,,fixation,,0.28961757328774157,623833.6607235,,,,0.007139242775300759,1.652320499997586,0.48558244774134024,623832.008403,
,,0.06656819713603375,,fixation,,0.3093740546641557,623835.098692,,,,0.008400070373845962,1.1057405000319704,0.4489812018536892,623833.9929515,
,,0.07311227786712673,,fixation,,0.40823397234341935,623836.7740575,,,,0.0031508134527031863,1.3400980000151321,0.48167080492841324,623835.4339594999,
,,0.017442774231951473,,fixation,,0.43807558090416987,623838.9414955,,,,0.0024753501950748992,1.8351205000653863,0.45841053864013953,623837.106375,
,,0.040476187470481755,,fixation,,0.4578493218706603,623840.544333,,,,0.0031931194727477584,1.2530610000248998,0.46355251845863343,623839.291272,
,,0.05781953139390029,,fixation,,0.46480750186950637,623841.836226,,,,0.004649140395852985,0.94663399993442,0.45976684320365,623840.889592,
,,0.16841186686903076,,fixation,,0.2225332412309948,623844.951836,,,,0.005221388549053088,2.513911999994889,0.4857275798811425,623842.437924,
,,0.17173960518445006,,fixation,,0.23961198349232668,623846.112395,,,,0.011425047890338607,0.8019719999283552,0.4924839775203506,623845.310423,
,,0.00802740381177718,,fixation,,0.0725004157405419,623848.1561660001,,,,0.0017428222883332722,1.3634040000615641,0.4829732604659398,623846.792762,
,,0.12182499951796762,,fixation,,0.6131034594319726,623849.1342,,,,0.010297986508499135,0.6484524999978021,0.3950035760702193,623848.4857475,
,,0.025874384622270753,,fixation,,0.1523008071694092,623849.46334,,,,0.010111415423027867,0.3190475000301376,0.4483919844381177,623849.1442925,
,,0.10358087642888009,,fixation,,0.7644372120253998,623850.5967379999,,,,0.009512414238663537,0.7946959999389946,0.37814270880747425,623849.802042,
,,0.01877668692279782,,fixation,,0.14291819239679496,623852.521727,,,,0.0019154799845299635,1.5354700000025332,0.46184980073071225,623850.986257,
,,0.13100241788285127,,fixation,,0.3443498019332605,623854.375985,,,,0.004849165559524964,1.4903235000092536,0.493089389942419,623852.8856615,
,,0.165765625504009,,fixation,,0.2492713507020247,623855.1471025,,,,0.011557689601685938,0.4237054999684915,0.6505738727870057,623854.723397,
,,0.006740671993625344,,fixation,,0.45010879424116174,623857.2200704999,,,,0.0012263346943088066,1.7086994999554008,0.4661158859396167,623855.511371,
,,0.11386717905184535,,fixation,,0.4505230329828932,623859.3145715,,,,0.0037564282213705838,1.742021500132978,0.5621123556077675,623857.5725499999,
,,0.045115301014844705,,fixation,,0.45451209590623953,623860.930216,,,,0.0043944368885210925,1.2759030000306666,0.4747496624258561,623859.6543129999,
,,0.15036921688131616,,fixation,,0.5628405634765714,623861.821576,,,,0.022536527576660987,0.5315389999886975,0.35657753314670065,623861.290037,
,,0.005383311127745137,,fixation,,0.468711040708043,623862.2989745,,,,0.0008035911938129683,0.16485600010491908,0.6709082096000599,623862.1341184999,
,,0.0038746891918455422,,fixation,,0.6285239290366982,623862.6817775001,,,,0.001198143939313554,0.059371500043198466,0.7029227027241005,623862.622406,
,,0.005617921761117907,,fixation,,0.46494087438897835,623863.1346665,,,,0.0009739780837234669,0.10920299997087568,0.6390412617339843,623863.0254635001,
,,0.13197419952288253,,fixation,,0.6840121944200291,623864.111312,,,,0.007429516589739911,0.6529884999617934,0.6286249726719456,623863.4583235,
,,0.09640789249260685,,fixation,,0.7024928044807124,623865.7227894999,,,,0.009672542295047028,0.5701829999452457,0.6763793169977746,623865.1526065,
,,0.03770996864977927,,fixation,,0.10549574077609844,623867.0291895,,,,0.008917413422073084,0.9672964999917895,0.5694119628322206,623866.061893,
,,0.10442660175116085,,fixation,,0.8137730687196146,623867.576406,,,,0.011250044074243577,0.5398434998933226,0.6154682714647641,623867.0365625,
,,0.1603623201927312,,fixation,,0.2678089807942879,623868.7972045001,,,,0.008889347762154751,0.8684190000640228,0.461192042200537,623867.9287855,
,,0.008918525953454014,,fixation,,0.499745513002104,623869.2172705,,,,0.0021216392956643487,0.06357650004792958,0.5979679619726348,623869.153694,
,,0.010805418558993984,,fixation,,0.48153820379152884,623871.1808364999,,,,0.000612807334542876,1.6344124998431653,0.3270097907514367,623869.5464240001,
,,0.20901681346313902,,fixation,,0.4555162787730292,623872.9106005,,,,0.0071886293621123715,1.3808959999587387,0.6036428046940139,623871.5297045,
,,0.12122045193524987,,fixation,,0.35441165766320426,623874.3007835,,,,0.01055747709850556,1.0423730000620708,0.4428213671581784,623873.2584104999,
,,0.01780082094481633,,fixation,,0.5136048020893351,623876.1380685,,,,0.0017227479683132286,1.8266989999683574,0.5143584438317925,623874.3113695,
,,0.006397715303222252,,fixation,,0.5355708266995811,623877.4929645,,,,0.000583894758153208,0.9810769999166951,0.5151486086618376,623876.5118875001,
,,0.02265050973205472,,fixation,,0.5389673306530786,623878.6700444999,,,,0.002039203153889041,0.6317019999260083,0.5247207751690264,623878.0383425,
,,0.00895056607421307,,fixation,,0.516572240766957,623880.181164,,,,0.0008545469044699928,1.1532374999951571,0.5236034155757107,623879.0279265,
,,0.0060888016535909795,,fixation,,0.5115303318538551,623885.0872035,,,,0.0007164653785150589,4.242241500061937,0.5252478889005,623880.8449619999,
,,0.03431002909330008,,fixation,,0.5342786073719182,623887.395877,,,,0.0025882740263876176,1.691116000059992,0.5205246673634861,623885.7047609999,
,,0.05102552635210582,,fixation,,0.5593335099729017,623889.5436869999,,,,0.016292434576624864,1.5804249999346212,0.518337398476352,623887.963262,
,,0.06276488737544908,,fixation,,0.5021489001201312,623890.370818,,,,0.006474203620498607,0.509895000141114,0.4514858722557369,623889.8609229999,
,,0.18575506172753625,,fixation,,0.6268326240323444,623894.4653525,,,,0.0067888949979086136,3.7582720000064,0.5586279298274718,623890.7070805,
,,0.04216255062773966,,fixation,,0.05921202961679843,623896.261898,,,,0.009009982912457632,1.4384640001226217,0.5149946550004878,623894.8234339999,
,,0.05711671050948955,,fixation,,0.7074015256024256,623897.3570729999,,,,0.002437130711966552,0.7592184999957681,0.6559060844855045,623896.5978544999,
,,0.018007453147173298,,fixation,,0.8751349792286582,623898.855399,,,,0.0017961044124422871,1.1620694999583066,0.37895972490011737,623897.6933295,
,,0.04794057564745719,,fixation,,0.4697337672012646,623900.1966685,,,,0.0025950474179392935,0.9782460000133142,0.5399640595258379,623899.2184225,
,,0.03176477978963788,,fixation,,0.5110980435872087,623901.2768369999,,,,0.002951615281260854,0.7299209998454899,0.5325492989075635,623900.5469160001,
,,0.14210684932432982,,fixation,,0.4507635164085764,623905.1505115,,,,0.004972179716028879,3.522114000050351,0.5840928140624357,623901.6283974999,
,,0.06938024859017161,,fixation,,0.5886015164401347,623906.642547,,,,0.003208399592428928,1.1161019999999553,0.5563006041425221,623905.526445,
,,0.03543306731524718,,fixation,,0.5043798261837839,623908.735523,,,,0.0025101875127435083,1.7263405000558123,0.557143355482063,623907.0091825,
,,0.1626941043158607,,fixation,,0.6913108252932645,623913.4544790001,,,,0.003118306129335813,4.366185000166297,0.6103872378341979,623909.0882939999,
,,0.02897693104445944,,fixation,,0.4601925055195544,623914.9524295,,,,0.0029970894196436875,1.1637209999607876,0.5533289620594948,623913.7887085,
,,0.01589710041508562,,fixation,,0.502891271283822,623916.9515645,,,,0.001316768717263042,1.6522704999661073,0.5331629029741094,623915.299294,
,,0.002073872085138347,,fixation,,0.4661838927913358,623917.740025,,,,0.0007155396956198843,0.18555549997836351,0.5620162219121357,623917.5544695,
,,0.08614377115338438,,fixation,,0.4896927404519481,623919.388409,,,,0.005340694538249434,1.2994070000713691,0.5594348049078354,623918.0890019999,
,,0.041057647168122824,,fixation,,0.8726026460495103,623920.213624,,,,0.003662637674558076,0.4943294998956844,0.4204076942478493,623919.7192945001,
,,0.039000800521100096,,fixation,,0.21534910521615339,623920.7339375,,,,0.016950100574932653,0.15205400006379932,0.5386380050822881,623920.5818835,
,,0.012856919186391685,,fixation,,0.05344369402355251,623921.086046,,,,0.004676377434805706,0.3440640000626445,0.46398272450851813,623920.741982,
,,0.0874763410195017,,fixation,,0.4939818162733168,623922.3391740001,,,,0.004963950235778697,0.9077840000391006,0.5516533111677902,623921.43139,
,,0.02172810174399315,,fixation,,0.4984892745110364,623923.9546635,,,,0.0012585154799207902,0.9549249999690801,0.5479428240634003,623922.9997385,
,,0.005298065103665877,,fixation,,0.5128171513323441,623926.639559,,,,0.0006004489039026607,2.3303785000462085,0.5368211191664213,623924.3091805,
,,0.005642855340102143,,fixation,,0.500798060310124,623928.2992175,,,,0.0006951902636658328,1.3116830000653863,0.5482894936672279,623926.9875345,
,,0.02401488495099512,,fixation,,0.48308313100280137,623930.3905864999,,,,0.0020747640634842576,1.7574534999439493,0.5415505073183878,623928.633133,
,,0.019915751884582014,,fixation,,0.5085053167078204,623932.2102105,,,,0.001695606419513437,1.474476500065066,0.5395578925989188,623930.735734,
,,0.018666049887858194,,fixation,,0.5051743431410056,623933.7398605,,,,0.0014328700421371696,1.1877814999315888,0.5322910825645826,623932.552079,
,,0.03760046337010154,,fixation,,0.5585875961641753,623936.704103,,,,0.0029015187121412475,2.6274149999953806,0.555731777422737,623934.076688,
