start_gx,end_gx,blink_id,end_time,end_gy,mean_gx,mean_gy,sd,duration,rms,start_time,type,start_gy,amplitude,peak_velocity,end_point
0.45599264105736825,0.45038569061389433,,623740.6833333333,0.5818195285047721,,,,0.008333333333333333,,623740.675,saccade,0.6549612605512771,0.07335404672663508,11.538331301837287,
0.3351343621754966,0.385231526707552,,623741.0541666667,0.35053990596808676,,,,0.020833333333333332,,623741.0333333333,saccade,0.11530268485185037,0.2405079744473154,22.39879313124228,
0.30647520327926225,0.33117965720851644,,623741.0791666667,0.03519589595915441,,,,0.0125,,623741.0666666667,saccade,0.04727030931430291,0.027497217762394353,23.570005036931647,
0.3019977867824776,0.3165905319772502,,623741.0916666667,-0.05377005788556492,,,,0.008333333333333333,,623741.0833333334,saccade,-0.0042740102097178915,0.05160170098284292,24.370904765408735,
0.358336306332247,0.2795511845811515,,623741.1708333333,-0.09424287807525072,,,,0.041666666666666664,,623741.1291666667,saccade,-0.33918879275242375,0.2573008509513673,2887.802078472025,
0.36113446356181106,0.36091468427528356,,623741.5583333333,-0.306388103297398,,,,0.025,,623741.5333333333,saccade,-0.3099774209063963,0.0035959687195150003,3389.494088107449,
0.3606279961968052,-11.018162458826723,,623741.5791666667,-7.8428767588984805,,,,0.008333333333333333,,623741.5708333333,saccade,-0.3079389108450053,13.622472501586543,3275.2994682626636,
0.7065901880704365,0.10437472207278817,,623786.4333333333,0.4669156689913666,,,,0.020833333333333332,,623786.4125,saccade,0.18358658061360433,0.6655329295040608,45.49486787591741,
0.7077789131701003,0.29554126297976047,,623786.4625,0.38271598952006325,,,,0.008333333333333333,,623786.4541666667,saccade,0.18626808021711636,0.45664924875651847,109.40267237099073,
0.7110823495866742,0.4027237036799409,,623786.4833333333,0.3551071322966033,,,,0.008333333333333333,,623786.475,saccade,0.18123105002192377,0.35399861208780437,96.91942922883746,
0.4622374792455999,0.4798016735358421,,623789.8916666667,0.7297430186714351,,,,0.020833333333333332,,623789.8708333333,saccade,0.777360432160125,0.050752002286177225,24.45825582891096,
0.6677072112863319,0.5539822906960448,,623790.6416666667,0.7184435611497951,,,,0.025,,623790.6166666667,saccade,0.7837411510063729,0.13113598587352404,66.58449954281897,
0.5482164365207307,0.17368430196949733,,623790.7166666667,0.8874953386306806,,,,0.07083333333333333,,623790.6458333334,saccade,0.513921434021124,0.5289855824627965,257.11082696977735,
0.4765903099096581,0.4407111338827007,,623791.2041666667,0.3851180944787546,,,,0.008333333333333333,,623791.1958333333,saccade,0.26422782201566325,0.12609851824507828,30.25252943544732,
0.8784655405144979,0.8576403847149805,,623792.7291666666,0.3011379713748023,,,,0.008333333333333333,,623792.7208333333,saccade,0.283429630087903,0.027334968240883196,13.157723722230335,
0.8607439702354054,0.8857590725115975,,623792.75,0.28318265233137,,,,0.008333333333333333,,623792.7416666667,saccade,0.33035313467012006,0.05338813433192861,12.95371740445028,
0.8613582948438835,0.902752523418401,,623792.8083333333,0.2544476783531895,,,,0.025,,623792.7833333333,saccade,0.3319395815185784,0.08784676367646237,21.598116085976045,
0.9013443600889587,0.8990081221983471,,623792.85,0.2645252238032629,,,,0.0125,,623792.8375,saccade,0.24972950340986172,0.01497722659585618,18.51978314588467,
0.13143662190164462,0.09449893496427478,,623797.15,0.5105348311951007,,,,0.008333333333333333,,623797.1416666667,saccade,0.5000851051571775,0.03838735548813393,9.90792288539996,
0.2954421170102355,0.2075735820511573,,623797.1625,0.5256281045176413,,,,0.008333333333333333,,623797.1541666667,saccade,0.5555281741413568,0.0928163573801158,19.273780516211627,
0.18768027769754841,0.29641764863272113,,623800.9333333333,0.2699544542820296,,,,0.008333333333333333,,623800.925,saccade,0.23506083451655085,0.1141987672536042,28.83758126088895,
0.16737728318327766,0.1813714619841904,,623802.4041666667,0.2700934034550964,,,,0.008333333333333333,,623802.3958333334,saccade,0.22326458752852557,0.04887488841956278,11.857177308345207,
0.16813445671309143,0.1690276594265672,,623802.45,0.20677940553152901,,,,0.020833333333333332,,623802.4291666667,saccade,0.08127532514046915,0.12550671553669515,46.49360044417632,
0.16194761215875295,0.1922041972227317,,623802.4625,-0.13861279503096266,,,,0.008333333333333333,,623802.4541666667,saccade,-0.004869042180009131,0.13712286862047873,53.08837855239036,
0.4541866561535809,0.41560648880100864,,623820.6208333333,0.35809384838789415,,,,0.0125,,623820.6083333333,saccade,0.38212126860348494,0.045450114989615556,17.66605077673767,
0.32966106820035196,0.3799126810606777,,623821.7166666667,0.48550481597609824,,,,0.008333333333333333,,623821.7083333334,saccade,0.4849412519911808,0.050254772773443916,10.770253205638035,
0.20768273236003137,0.24602614323618927,,623821.7416666667,0.48555677172915257,,,,0.008333333333333333,,623821.7333333333,saccade,0.47662650461631273,0.0393696021621128,9.908065571749368,
0.17381570961173923,0.23248000161628532,,623822.075,0.4690688529637269,,,,0.008333333333333333,,623822.0666666667,saccade,0.4351414928117629,0.06776835804245851,11.500205374273433,
0.7187270260769784,0.731315742556634,,623827.175,0.2761004104084539,,,,0.0125,,623827.1625,saccade,0.2685279507071057,0.014690430451421654,41.369267756365346,
0.6130053210181587,0.66384879599537,,623827.1875,0.10248793826752621,,,,0.008333333333333333,,623827.1791666667,saccade,0.12164210822299605,0.05433135006324244,41.969753132306586,
0.4065059199261903,0.5096066578029432,,623827.2208333333,-0.006871844895253446,,,,0.029166666666666667,,623827.1916666667,saccade,-0.09284888505090505,0.134243581403734,39.58699401021168,
0.3631509305866574,0.5263451813191864,,623827.2416666667,-0.18753854817080037,,,,0.016666666666666666,,623827.225,saccade,-0.11462589194447867,0.17874085990058242,36.65608623794335,
0.4928175966207276,0.545133223178811,,623830.975,0.4255800246231854,,,,0.008333333333333333,,623830.9666666667,saccade,0.470115326722181,0.06870338459175798,11.745279418530505,
0.25500485479336477,0.33357865509571866,,623849.1416666667,0.4483568761859917,,,,0.008333333333333333,,623849.1333333333,saccade,0.4588030195508544,0.07926513173824387,17.582802492970103,
0.11928572532539641,0.15112550471243286,,623850.9833333333,0.4388696198228424,,,,0.008333333333333333,,623850.975,saccade,0.4255064944311249,0.03453032973872917,9.468923111000866,
0.3398836890724854,0.28386167145055513,,623867.0333333333,0.6525846438622679,,,,0.008333333333333333,,623867.025,saccade,0.6613734963358434,0.05670721374744909,12.307554522578227,
0.45430520524617596,0.39623177039254387,,623874.3083333333,0.5260006156232072,,,,0.008333333333333333,,623874.3,saccade,0.5270919324639499,0.058083687406406806,20.24905572516582,
0.6577400763966113,0.6704530627914304,,623889.55,0.3161849182630577,,,,0.008333333333333333,,623889.5416666666,saccade,0.19804743287167367,0.11881165995064186,50.80186820285048,
0.037448222485967575,0.10207410895681447,,623894.9125,0.5509204102688089,,,,0.008333333333333333,,623894.9041666667,saccade,0.48813601162013054,0.09010205132872318,13.693259414277843,
0.06592973187170803,0.11173574035792724,,623920.7416666667,0.47608544574051087,,,,0.008333333333333333,,623920.7333333333,saccade,0.4553319596631823,0.05028813517565346,13.149577030779621,
0.6662356708479488,0.6788505060995104,,623989.35,0.625753434504328,,,,0.008333333333333333,,623989.3416666667,saccade,0.5387556916018933,0.08790164122684747,17.40292344965014,
0.6086688529633628,0.6176103511735008,,624007.6291666667,0.15367687913026268,,,,0.029166666666666667,,624007.6,saccade,0.5390351681545684,0.38543995066064946,147.25426486100577,
0.6125739017048704,0.5174988879697192,,624032.5708333333,0.5420697199855464,,,,0.041666666666666664,,624032.5291666667,saccade,0.49159816206533913,0.10764008582061492,155.60595237861835,
0.6086688529633628,0.6379170807660379,,624032.6083333333,-0.08899582565299605,,,,0.03333333333333333,,624032.575,saccade,0.5390351681545684,0.6286745612714533,207.61149180866641,
0.6094713878678905,0.5552204613105793,,624066.2708333334,0.5570466188967372,,,,0.008333333333333333,,624066.2625,saccade,0.5563533674787993,0.054255355304889806,8.957680455655977,
0.3944572514530652,0.351015891402653,,624074.7958333333,0.5995259171695092,,,,0.008333333333333333,,624074.7875,saccade,0.5631862692109141,0.05663625893158259,9.461510712330965,
0.3202798668242827,0.4994060866649492,,624081.975,-0.012546820222829257,,,,0.058333333333333334,,624081.9166666666,saccade,0.10157533815437561,0.2123897188587241,94.28788908848172,
0.15219302097268336,0.4869459398421413,,624081.9958333333,0.025197933649840465,,,,0.008333333333333333,,624081.9875,saccade,0.21431578404208879,0.3844786907809083,93.09485739972804,
0.4885029118705644,0.4830727022094211,,624082.0583333333,0.02838742049443599,,,,0.05416666666666667,,624082.0041666667,saccade,0.015314703797318075,0.014155239790004484,91.51185257553401,
0.4463218452388574,0.22225154595301855,,624220.475,0.14990839896405836,,,,0.05416666666666667,,624220.4208333333,saccade,0.45095041156180293,0.3752740224738898,79.68316836385601,
0.9019042195872782,0.8909933083393294,,624227.4125,0.2936598106049001,,,,0.008333333333333333,,624227.4041666667,saccade,0.36054889659899736,0.06776505461643606,17.90292805292527,
0.47997710115529046,0.48193023130101115,,624228.1291666667,0.49083792045090363,,,,0.008333333333333333,,624228.1208333333,saccade,0.4024410714347037,0.08841531002807627,23.78086050504069,
0.4841572303220484,0.48119712038004087,,624228.1416666667,0.4520391554963818,,,,0.008333333333333333,,624228.1333333333,saccade,0.39584824712035993,0.056266831798277725,13.889612554939022,
0.28735437531688574,0.30442097960824727,,624230.6291666667,0.5214592074098395,,,,0.029166666666666667,,624230.6,saccade,0.05024176987611237,0.4715201151900867,24.60915794672574,
0.47026401452661676,0.3270241852329439,,624230.7166666667,-0.21256600333609516,,,,0.025,,624230.6916666667,saccade,0.18229633433091633,0.4200312911455901,97.24211003797701,
0.3443680551412139,0.49222776972460985,,624230.7625,0.2440908464984755,,,,0.041666666666666664,,624230.7208333333,saccade,-0.20676883869833226,0.4744744500419928,151.71222844787684,
0.34714222396379973,0.5887215715228165,,624230.7833333333,0.527311857110174,,,,0.0125,,624230.7708333334,saccade,-0.20765563331445722,0.7736284403702831,185.5479067045505,
0.5887215715228165,0.5752038877465916,,624230.8375,0.48591585554104455,,,,0.04583333333333333,,624230.7916666666,saccade,0.527311857110174,0.04354514814376018,174.82698920893324,
0.34255779174072276,0.32427508714187175,,624230.85,-0.24200132608681316,,,,0.008333333333333333,,624230.8416666667,saccade,-0.18622310813011278,0.058697201845542134,195.2388887897753,
0.5887215715228165,0.5881528689669901,,624230.9166666666,0.5256634051780382,,,,0.0625,,624230.8541666666,saccade,0.527311857110174,0.0017437113948407966,193.39978134857296,
0.5887215715228165,0.3755377278674464,,624230.9458333333,-0.10552546521481651,,,,0.025,,624230.9208333333,saccade,0.527311857110174,0.6677586454697048,192.41071978413328,
,,,623737.5232289999,,0.4138113939301622,0.6290701303958212,0.08531709141365029,1.0915579999564216,0.0047801807499569,623736.431671,fixation,,,,
,,,623738.0050915,,0.7206226160375745,0.33978372587246486,0.0041452477918163325,0.1340230000205338,0.0006832978564635626,623737.8710685,fixation,,,,
,,,623738.8696615,,0.5604122378268211,0.6339849709193661,0.02292030165330546,0.5235355000477284,0.0024998527457627553,623738.3461259999,fixation,,,,
,,,623740.676372,,0.36748408656687315,0.572585896905079,0.07220494362771925,1.4799590000184253,0.006424429420489545,623739.196413,fixation,,,,
,,,623741.0335735,,0.4581710721119835,0.7886489867331404,0.08426310580019299,0.35004349995870143,0.025252633738731028,623740.68353,fixation,,,,
,,,623741.536151,,-4.78390213018683,-3.7200751959105904,6.996537854185097,0.06219299999065697,11.516923730004146,623741.473958,fixation,,,,
,,,623743.3037689999,,0.4842066774583381,0.5652344934831921,0.045990356280843685,1.4084474998526275,0.004356584467287748,623741.8953215,fixation,,,,
,,,623749.594224,,0.4877634714706336,0.5700793053475507,0.018489706643511544,5.760685999994166,0.0011299348152500025,623743.833538,fixation,,,,
,,,623755.62286,,0.3139277161990169,0.7123176340325988,0.004409107876738281,5.357539999997243,0.0005082342746144954,623750.26532,fixation,,,,
,,,623756.9066244999,,0.6803656144550126,0.6835354697341831,0.003901295895729261,0.9710144998971373,0.0007513498691341528,623755.93561,fixation,,,,
,,,623757.4910505,,0.6795058452164513,0.6720804078499855,0.0010509304293426756,0.27329450007528067,0.0004149869708343561,623757.2177559999,fixation,,,,
,,,623761.3583835,,0.6804055775183451,0.6753661483613421,0.002536723213069577,3.5537020000629127,0.00047510298286414454,623757.8046815,fixation,,,,
,,,623764.3789194999,,0.6678530527777972,0.4128759088980319,0.004008808341363437,1.957401999970898,0.0005356386295036514,623762.4215175,fixation,,,,
,,,623767.3813135,,0.6662887362847533,0.42330073369118365,0.003664493612541498,2.6377250000368804,0.0005335094420529954,623764.7435885,fixation,,,,
,,,623770.3046565,,0.2919265290998937,0.4565571254172758,0.0574705629493459,2.0499124999623746,0.00377358195305692,623768.254744,fixation,,,,
,,,623770.7727395,,0.3010205201898555,0.48119152688543765,0.0012882552930260636,0.08956550003495067,0.0005186398766767317,623770.683174,fixation,,,,
,,,623773.7242294999,,0.3055743596594702,0.4832961981352097,0.051061839963304025,2.6032564998604357,0.003791011002674054,623771.1209730001,fixation,,,,
,,,623775.2356605,,0.41529450981081006,0.66758506146504,0.0650774588356827,1.1978605000767857,0.005379032853838107,623774.0377999999,fixation,,,,
,,,623775.8245534999,,0.4588375194684896,0.6560995200606802,0.0026248630659527323,0.2577929999679327,0.0007650223828163312,623775.5667605,fixation,,,,
,,,623778.043063,,0.4074781524361674,0.6530027124152035,0.056854092801203064,1.1979915000265464,0.0032608276757683336,623776.8450714999,fixation,,,,
,,,623779.1934664999,,0.46987591673207946,0.45020928961942336,0.03174875090717788,0.5441734999185428,0.005373584174963423,623778.649293,fixation,,,,
,,,623779.9765555,,0.4783184901781046,0.6382784146810144,0.04399219450087661,0.4590659999521449,0.004383495814413593,623779.5174895,fixation,,,,
,,,623781.10503,,0.7140718379777313,0.6901095384107386,0.08039261711800197,0.8064345000311732,0.007315279283863424,623780.2985955,fixation,,,,
,,,623785.352621,,0.5397542201248954,0.7212664865556814,0.06724953520312049,2.7676645000465214,0.0036554992425310933,623782.5849565,fixation,,,,
,,,623785.9992495,,0.620784077072927,0.7643898498804674,0.008600544780302966,0.30799999996088445,0.000826694040650469,623785.6912495,fixation,,,,
,,,623788.2260725,,0.5457707378141091,0.7235352383507991,0.0593173174044485,0.9159394999733195,0.0028315598363935057,623787.310133,fixation,,,,
,,,623789.0716464999,,0.529212218435315,0.7644780311610406,0.007329725058569502,0.48637149995192885,0.000658689238773637,623788.585275,fixation,,,,
,,,623789.877107,,0.6189138631784158,0.4458046936508564,0.058933263227720495,0.4591230000369251,0.020616547178916783,623789.4179839999,fixation,,,,
,,,623790.621248,,0.3937115713006827,0.7748640088476989,0.07798267223901784,0.7283804999897256,0.017639771921748072,623789.8928675,fixation,,,,
,,,623790.771284,,0.5477050470028183,0.5022165669462416,0.023369452020259737,0.05250400002114475,0.027292994350698173,623790.71878,fixation,,,,
,,,623791.197424,,0.514329445253781,0.3172524614401704,0.061763808209782056,0.2541419999906793,0.03911193789628439,623790.943282,fixation,,,,
,,,623792.728017,,0.797651095841658,0.31580700670223344,0.04092911411680704,0.06848100002389401,0.05407326004386162,623792.659536,fixation,,,,
,,,623794.9623065,,0.42977330189959,0.4339481449003403,0.24080533777690225,1.3526339998934418,0.013128513051044122,623793.6096725,fixation,,,,
,,,623795.6517225,,0.4436617641120597,0.704818813157981,0.0013198851746311438,0.30790500005241483,0.0004768733138373423,623795.3438174999,fixation,,,,
,,,623796.6518725,,0.8442347010102352,0.329142899215002,0.036969327602604754,0.37727049994282424,0.004029347753334224,623796.274602,fixation,,,,
,,,623797.145328,,0.026704918289076715,0.5198965561473086,0.021978255652006964,0.12168599991127849,0.018123001410072708,623797.023642,fixation,,,,
,,,623797.706809,,0.29545600340665873,0.5837624980866779,0.07871320202602675,0.5410365000134334,0.008070001542830925,623797.1657725,fixation,,,,
,,,623799.1097905,,0.4687814998908381,0.2442950763897797,0.00558297734700577,0.21875150001142174,0.005920226533053269,623798.891039,fixation,,,,
,,,623800.9295985,,0.3497060457604373,0.26548488890632477,0.044322827989146406,0.4278690000064671,0.021914327619721518,623800.5017295,fixation,,,,
,,,623801.6446209999,,0.14417195897973842,0.32119202566036825,0.07154224324102554,0.7109324999619275,0.00993148255849458,623800.9336885,fixation,,,,
,,,623802.396954,,0.16160828269765173,0.21238742966366897,0.015984976790340197,0.37689750001300126,0.015840254182412448,623802.0200565,fixation,,,,
,,,623808.271383,,0.30562681787555407,0.7591109614867074,0.06986117773439329,5.2417149998946115,0.003868990275394581,623803.0296680001,fixation,,,,
,,,623812.3013754999,,0.5658089574867656,0.7062646668942798,0.18810432143473696,2.9717409999575466,0.004966914968039222,623809.3296345,fixation,,,,
,,,623815.6775535,,0.8260394047585763,0.6498018916951518,0.03319609485524687,3.0725925001315773,0.002866965873545978,623812.6049609999,fixation,,,,
,,,623818.0281529999,,0.7576142376605698,0.6803001131440752,0.07062909008573637,2.069474499905482,0.004056086395072549,623815.9586785,fixation,,,,
,,,623819.066782,,0.4368747831936291,0.7125101074639146,0.02134564307849836,0.7041740000713617,0.002519371115493469,623818.3626079999,fixation,,,,
,,,623819.7794979999,,0.10861834648943348,0.5316227954392168,0.047449252726770655,0.37915649986825883,0.004229207985046832,623819.4003415001,fixation,,,,
,,,623820.610726,,0.2641100054241773,0.4531012836915438,0.11851756797468825,0.5239220000803471,0.015833676214667906,623820.086804,fixation,,,,
,,,623821.2168625,,0.5545835347537044,0.4217489124898767,0.027999445980739265,0.5939350000116974,0.008438459690114511,623820.6229274999,fixation,,,,
,,,623821.708637,,0.5408257064354764,0.47418816227885136,0.04670482153473998,0.13997500005643815,0.014833564818013349,623821.5686619999,fixation,,,,
,,,623822.0677354999,,0.24273034931544638,0.47870760875673246,0.031813230329293674,0.3255829999689013,0.008266707838857062,623821.7421525,fixation,,,,
,,,623824.405832,,0.207730099598376,0.4554138858953091,0.2037529709584795,2.3244654999580234,0.009411642533339915,623822.0813665,fixation,,,,
,,,623824.862269,,0.8415461482439881,0.3713061940328415,0.029931175905278332,0.09483650012407452,0.006523896552252753,623824.7674324999,fixation,,,,
,,,623827.1687939999,,0.8100231603106361,0.39961273590514074,0.021735499687572688,1.982990499935113,0.012205533400408489,623825.1858035,fixation,,,,
,,,623828.1078049999,,0.848692232326439,0.3630217853273462,0.010099981698245938,0.5990159999346361,0.0016189102468505906,623827.508789,fixation,,,,
,,,623828.5175615,,0.8559098468643025,0.37098808932210736,0.004322573534042743,0.06194449996110052,0.0016690609077235736,623828.455617,fixation,,,,
,,,623830.9689024999,,0.6352891964628054,0.40552949934865795,0.10110976351828044,2.0225074999034405,0.007494764979244424,623828.946395,fixation,,,,
,,,623831.4202999999,,0.4319884833594821,0.4852209584582273,0.030543711632692216,0.4418379998533055,0.00624301448434108,623830.978462,fixation,,,,
,,,623833.6607235,,0.28961757328774157,0.48558244774134024,0.09136973142746255,1.652320499997586,0.007139242775300759,623832.008403,fixation,,,,
,,,623835.098692,,0.3093740546641557,0.4489812018536892,0.06656819713603375,1.1057405000319704,0.008400070373845962,623833.9929515,fixation,,,,
,,,623836.7740575,,0.40823397234341935,0.48167080492841324,0.07311227786712673,1.3400980000151321,0.0031508134527031863,623835.4339594999,fixation,,,,
,,,623838.9414955,,0.43807558090416987,0.45841053864013953,0.017442774231951473,1.8351205000653863,0.0024753501950748992,623837.106375,fixation,,,,
,,,623840.544333,,0.4578493218706603,0.46355251845863343,0.040476187470481755,1.2530610000248998,0.0031931194727477584,623839.291272,fixation,,,,
,,,623841.836226,,0.46480750186950637,0.45976684320365,0.05781953139390029,0.94663399993442,0.004649140395852985,623840.889592,fixation,,,,
,,,623844.951836,,0.2225332412309948,0.4857275798811425,0.16841186686903076,2.513911999994889,0.005221388549053088,623842.437924,fixation,,,,
,,,623846.112395,,0.23961198349232668,0.4924839775203506,0.17173960518445006,0.8019719999283552,0.011425047890338607,623845.310423,fixation,,,,
,,,623848.1561660001,,0.0725004157405419,0.4829732604659398,0.00802740381177718,1.3634040000615641,0.0017428222883332722,623846.792762,fixation,,,,
,,,623849.1342,,0.6131034594319726,0.3950035760702193,0.12182499951796762,0.6484524999978021,0.010297986508499135,623848.4857475,fixation,,,,
,,,623849.46334,,0.1523008071694092,0.4483919844381177,0.025874384622270753,0.3190475000301376,0.010111415423027867,623849.1442925,fixation,,,,
,,,623850.5967379999,,0.7644372120253998,0.37814270880747425,0.10358087642888009,0.7946959999389946,0.009512414238663537,623849.802042,fixation,,,,
,,,623852.521727,,0.14291819239679496,0.46184980073071225,0.01877668692279782,1.5354700000025332,0.0019154799845299635,623850.986257,fixation,,,,
,,,623854.375985,,0.3443498019332605,0.493089389942419,0.13100241788285127,1.4903235000092536,0.004849165559524964,623852.8856615,fixation,,,,
,,,623855.1471025,,0.2492713507020247,0.6505738727870057,0.165765625504009,0.4237054999684915,0.011557689601685938,623854.723397,fixation,,,,
,,,623857.2200704999,,0.45010879424116174,0.4661158859396167,0.006740671993625344,1.7086994999554008,0.0012263346943088066,623855.511371,fixation,,,,
,,,623859.3145715,,0.4505230329828932,0.5621123556077675,0.11386717905184535,1.742021500132978,0.0037564282213705838,623857.5725499999,fixation,,,,
,,,623860.930216,,0.45451209590623953,0.4747496624258561,0.045115301014844705,1.2759030000306666,0.0043944368885210925,623859.6543129999,fixation,,,,
,,,623861.821576,,0.5628405634765714,0.35657753314670065,0.15036921688131616,0.5315389999886975,0.022536527576660987,623861.290037,fixation,,,,
,,,623862.2989745,,0.468711040708043,0.6709082096000599,0.005383311127745137,0.16485600010491908,0.0008035911938129683,623862.1341184999,fixation,,,,
,,,623862.6817775001,,0.6285239290366982,0.7029227027241005,0.0038746891918455422,0.059371500043198466,0.001198143939313554,623862.622406,fixation,,,,
,,,623863.1346665,,0.46494087438897835,0.6390412617339843,0.005617921761117907,0.10920299997087568,0.0009739780837234669,623863.0254635001,fixation,,,,
,,,623864.111312,,0.6840121944200291,0.6286249726719456,0.13197419952288253,0.6529884999617934,0.007429516589739911,623863.4583235,fixation,,,,
,,,623865.7227894999,,0.7024928044807124,0.6763793169977746,0.09640789249260685,0.5701829999452457,0.009672542295047028,623865.1526065,fixation,,,,
,,,623867.0291895,,0.10549574077609844,0.5694119628322206,0.03770996864977927,0.9672964999917895,0.008917413422073084,623866.061893,fixation,,,,
,,,623867.576406,,0.8137730687196146,0.6154682714647641,0.10442660175116085,0.5398434998933226,0.011250044074243577,623867.0365625,fixation,,,,
,,,623868.7972045001,,0.2678089807942879,0.461192042200537,0.1603623201927312,0.8684190000640228,0.008889347762154751,623867.9287855,fixation,,,,
,,,623869.2172705,,0.499745513002104,0.5979679619726348,0.008918525953454014,0.06357650004792958,0.0021216392956643487,623869.153694,fixation,,,,
,,,623871.1808364999,,0.48153820379152884,0.3270097907514367,0.010805418558993984,1.6344124998431653,0.000612807334542876,623869.5464240001,fixation,,,,
,,,623872.9106005,,0.4555162787730292,0.6036428046940139,0.20901681346313902,1.3808959999587387,0.0071886293621123715,623871.5297045,fixation,,,,
,,,623874.3007835,,0.35441165766320426,0.4428213671581784,0.12122045193524987,1.0423730000620708,0.01055747709850556,623873.2584104999,fixation,,,,
,,,623876.1380685,,0.5136048020893351,0.5143584438317925,0.01780082094481633,1.8266989999683574,0.0017227479683132286,623874.3113695,fixation,,,,
,,,623877.4929645,,0.5355708266995811,0.5151486086618376,0.006397715303222252,0.9810769999166951,0.000583894758153208,623876.5118875001,fixation,,,,
,,,623878.6700444999,,0.5389673306530786,0.5247207751690264,0.02265050973205472,0.6317019999260083,0.002039203153889041,623878.0383425,fixation,,,,
,,,623880.181164,,0.516572240766957,0.5236034155757107,0.00895056607421307,1.1532374999951571,0.0008545469044699928,623879.0279265,fixation,,,,
,,,623885.0872035,,0.5115303318538551,0.5252478889005,0.0060888016535909795,4.242241500061937,0.0007164653785150589,623880.8449619999,fixation,,,,
,,,623887.395877,,0.5342786073719182,0.5205246673634861,0.03431002909330008,1.691116000059992,0.0025882740263876176,623885.7047609999,fixation,,,,
,,,623889.5436869999,,0.5593335099729017,0.518337398476352,0.05102552635210582,1.5804249999346212,0.016292434576624864,623887.963262,fixation,,,,
,,,623890.370818,,0.5021489001201312,0.4514858722557369,0.06276488737544908,0.509895000141114,0.006474203620498607,623889.8609229999,fixation,,,,
,,,623894.4653525,,0.6268326240323444,0.5586279298274718,0.18575506172753625,3.7582720000064,0.0067888949979086136,623890.7070805,fixation,,,,
,,,623896.261898,,0.05921202961679843,0.5149946550004878,0.04216255062773966,1.4384640001226217,0.009009982912457632,623894.8234339999,fixation,,,,
,,,623897.3570729999,,0.7074015256024256,0.6559060844855045,0.05711671050948955,0.7592184999957681,0.002437130711966552,623896.5978544999,fixation,,,,
,,,623898.855399,,0.8751349792286582,0.37895972490011737,0.018007453147173298,1.1620694999583066,0.0017961044124422871,623897.6933295,fixation,,,,
,,,623900.1966685,,0.4697337672012646,0.5399640595258379,0.04794057564745719,0.9782460000133142,0.0025950474179392935,623899.2184225,fixation,,,,
,,,623901.2768369999,,0.5110980435872087,0.5325492989075635,0.03176477978963788,0.7299209998454899,0.002951615281260854,623900.5469160001,fixation,,,,
,,,623905.1505115,,0.4507635164085764,0.5840928140624357,0.14210684932432982,3.522114000050351,0.004972179716028879,623901.6283974999,fixation,,,,
,,,623906.642547,,0.5886015164401347,0.5563006041425221,0.06938024859017161,1.1161019999999553,0.003208399592428928,623905.526445,fixation,,,,
,,,623908.735523,,0.5043798261837839,0.557143355482063,0.03543306731524718,1.7263405000558123,0.0025101875127435083,623907.0091825,fixation,,,,
,,,623913.4544790001,,0.6913108252932645,0.6103872378341979,0.1626941043158607,4.366185000166297,0.003118306129335813,623909.0882939999,fixation,,,,
,,,623914.9524295,,0.4601925055195544,0.5533289620594948,0.02897693104445944,1.1637209999607876,0.0029970894196436875,623913.7887085,fixation,,,,
,,,623916.9515645,,0.502891271283822,0.5331629029741094,0.01589710041508562,1.6522704999661073,0.001316768717263042,623915.299294,fixation,,,,
,,,623917.740025,,0.4661838927913358,0.5620162219121357,0.002073872085138347,0.18555549997836351,0.0007155396956198843,623917.5544695,fixation,,,,
,,,623919.388409,,0.4896927404519481,0.5594348049078354,0.08614377115338438,1.2994070000713691,0.005340694538249434,623918.0890019999,fixation,,,,
,,,623920.213624,,0.8726026460495103,0.4204076942478493,0.041057647168122824,0.4943294998956844,0.003662637674558076,623919.7192945001,fixation,,,,
,,,623920.7339375,,0.21534910521615339,0.5386380050822881,0.039000800521100096,0.15205400006379932,0.016950100574932653,623920.5818835,fixation,,,,
,,,623921.086046,,0.05344369402355251,0.46398272450851813,0.012856919186391685,0.3440640000626445,0.004676377434805706,623920.741982,fixation,,,,
,,,623922.3391740001,,0.4939818162733168,0.5516533111677902,0.0874763410195017,0.9077840000391006,0.004963950235778697,623921.43139,fixation,,,,
,,,623923.9546635,,0.4984892745110364,0.5479428240634003,0.02172810174399315,0.9549249999690801,0.0012585154799207902,623922.9997385,fixation,,,,
,,,623926.639559,,0.5128171513323441,0.5368211191664213,0.005298065103665877,2.3303785000462085,0.0006004489039026607,623924.3091805,fixation,,,,
,,,623928.2992175,,0.500798060310124,0.5482894936672279,0.005642855340102143,1.3116830000653863,0.0006951902636658328,623926.9875345,fixation,,,,
,,,623930.3905864999,,0.48308313100280137,0.5415505073183878,0.02401488495099512,1.7574534999439493,0.0020747640634842576,623928.633133,fixation,,,,
,,,623932.2102105,,0.5085053167078204,0.5395578925989188,0.019915751884582014,1.474476500065066,0.001695606419513437,623930.735734,fixation,,,,
,,,623933.7398605,,0.5051743431410056,0.5322910825645826,0.018666049887858194,1.1877814999315888,0.0014328700421371696,623932.552079,fixation,,,,
,,,623936.704103,,0.5585875961641753,0.555731777422737,0.03760046337010154,2.6274149999953806,0.0029015187121412475,623934.076688,fixation,,,,
