end_gx,type,sd,start_gx,mean_gx,rms,amplitude,mean_gy,end_time,blink_id,duration,start_time,end_gy,start_gy,peak_velocity,end_point
0.3408814002840512,saccade,,0.12823566027200764,,,0.53265662127941,,842907.4988764045,,0.008333333333333333,842907.4905296951,0.33659714298937066,0.8249711149528973,92.47429786249003,
0.2964970840498735,saccade,,0.10812885215043133,,,0.6458431248359484,,842957.9380417336,,0.008333333333333333,842957.929695024,0.3935395987933066,1.0113064263147378,155.00329794217086,
0.4512097857255077,saccade,,0.10812885215043133,,,1.1421217030649768,,842958.0048154093,,0.0125,842957.9922953451,-0.07808298061380005,1.0113064263147378,274.11255220814934,
0.4530986322927577,saccade,,0.18626265566428413,,,0.893386600639719,,842958.0298555377,,0.0125,842958.0173354736,-0.09038251950218887,0.7622382196001525,277.0646612520034,
0.29357584662328373,saccade,,0.11246914874544645,,,0.5969179071814243,,842958.071589085,,0.008333333333333333,842958.0632423756,0.428890883314605,0.997675274160706,89.59566400119519,
0.29342805772850455,saccade,,0.10812885215043133,,,0.7263430005848457,,842958.5723916533,,0.008333333333333333,842958.5640449438,0.3089925037661647,1.0113064263147378,174.32339184475921,
0.24772718517781891,saccade,,0.12599675238260516,,,0.4716097240641063,,842958.5974317817,,0.008333333333333333,842958.5890850723,0.4885246780110838,0.9441558005036432,143.3462374707775,
0.6040194493440897,saccade,,0.4575877322711105,,,0.6580158977775987,,842965.0285714286,,0.008333333333333333,842965.0202247191,0.31741754921513465,0.9589611734430807,158.58785163511754,
0.38911291457950814,saccade,,0.1770072499068919,,,1.673434117204672,,842965.053611557,,0.016666666666666666,842965.036918138,0.2048304684745812,1.864789303820021,339.9879387962427,
0.2404403500286557,saccade,,0.23479883104750418,,,0.42035736880478414,,842965.1203852327,,0.0625,842965.0577849117,1.1793945967288277,0.7590714715043917,1647.252940447579,
-0.8311789129411241,saccade,,0.38524850450233955,,,6.000678073595705,,842965.1537720707,,0.0125,842965.1412520064,5.500725060830854,-0.37552053846341005,1715.7809374111575,
0.31755890581309104,saccade,,0.23074470276891815,,,0.660001492103382,,842965.1829855538,,0.0125,842965.1704654896,0.13593830332532802,0.7902128224384269,231.04408143006452,
0.28466476569876104,saccade,,0.23327335384225714,,,0.39031377180032223,,842965.2038523274,,0.016666666666666666,842965.1871589085,0.38441816966148856,0.7713378404681039,253.53020828933364,
0.2943808167376614,saccade,,0.24453958533688794,,,0.3465579099105215,,842965.2205457464,,0.0125,842965.2080256821,0.3119942056677899,0.6549531616785141,260.90223269236577,
0.2986496967980319,saccade,,0.21577763212773388,,,0.7190597414770539,,842965.2372391653,,0.0125,842965.2247191011,0.1885773377695299,0.9028528473922142,274.86418981583023,
0.2544086767086247,saccade,,0.33196641126248927,,,0.6455876321807813,,842965.2622792937,,0.0125,842965.2497592295,0.5836142035097873,-0.05730623418959613,117.9469184545846,
0.21589248686910473,saccade,,0.43108430669122594,,,1.2912936228980705,,842965.2956661317,,0.029166666666666667,842965.2664526484,0.9019313186272564,-0.3713264268986459,272.4237940325901,
0.25443626543393916,saccade,,0.39138542786956027,,,1.0054001088028839,,842965.3916532905,,0.008333333333333333,842965.3833065811,0.6218681036824573,-0.37417722193249264,198.65999016155996,
0.2399940734723703,saccade,,0.38972569934006107,,,1.107697940772266,,842965.416693419,,0.0125,842965.4041733547,0.7238293347162807,-0.3737189477669589,249.6923761076484,
0.21671177577939454,saccade,,0.21577763212773388,,,0.006904732254909142,,842965.4500802568,,0.020833333333333332,842965.4292134831,0.89601154851706,0.9028528473922142,307.55553381475715,
0.34624000095359475,saccade,,0.21577763212773388,,,0.9608352070755166,,842965.4918138041,,0.008333333333333333,842965.4834670947,-0.04909570983515557,0.9028528473922142,208.2858601980269,
0.3910281141914599,saccade,,0.21577763212773388,,,1.2882542280097784,,842965.5126805778,,0.0125,842965.5001605137,-0.373443816013647,0.9028528473922142,309.1853879120217,
0.3270944047058827,saccade,,0.37057598321954244,,,0.3406010483024716,,842965.541894061,,0.0125,842965.5293739968,0.0474493108894474,-0.2903711475411425,225.145301658692,
0.3310177056271285,saccade,,0.21579326234573482,,,0.8956111547872803,,842965.55858748,,0.0125,842965.5460674157,0.014553844802658866,0.9027322598578243,96.18903731381225,
0.21593731623877943,saccade,,0.3460262912392914,,,1.043566987374513,,842965.5878009631,,0.0125,842965.5752808988,0.9015693132917204,-0.13387028486786387,307.4905561559158,
0.2792532976746526,saccade,,0.23276105235747643,,,0.31238922480165876,,842965.6170144462,,0.025,842965.5919743178,0.3976139354758043,0.7065272069444395,204.28732634822873,
0.26853275557028616,saccade,,0.32111647207795235,,,0.6101215466418627,,842965.6295345104,,0.008333333333333333,842965.621187801,0.29301199927951954,-0.31484741188976306,99.61429537533382,
0.3186972686387336,saccade,,0.21577763212773388,,,1.1914410523177665,,842965.6879614767,,0.0125,842965.6754414125,-0.2841477258096958,0.9028528473922142,285.94897795237216,
0.31389414980947855,saccade,,0.21577763212773388,,,1.2271554026094997,,842965.7088282504,,0.0125,842965.6963081862,-0.32038705834004744,0.9028528473922142,294.52045864053144,
0.3114113236547157,saccade,,0.24049722507862129,,,0.8995311880158123,,842965.7296950241,,0.0125,842965.7171749598,-0.31732308006673865,0.5794189705765767,278.9259577077507,
0.28125313078161474,saccade,,0.21577763212773388,,,0.859179010785421,,842965.7672552167,,0.025,842965.7422150883,0.04616421145326667,0.9028528473922142,261.1590945835648,
0.2531252198756737,saccade,,0.2933644511938521,,,0.5235911585651576,,842965.7964686998,,0.0125,842965.7839486357,0.38488350562305984,-0.13716506989750044,266.16636207309637,
0.2656847765281649,saccade,,0.21736126665282365,,,0.6495500941700545,,842965.8089887641,,0.008333333333333333,842965.8006420545,0.23386905604769143,0.8816249081577372,95.5663074715159,
0.22625982940618483,saccade,,0.30418864690727876,,,1.066032081177675,,842965.8423756019,,0.0125,842965.8298555377,0.7598430845637052,-0.3033482876544422,256.2487372710733,
0.235089025977029,saccade,,0.26898695134586337,,,0.7078822115210248,,842965.8841091492,,0.0125,842965.8715890851,0.5000363992288447,-0.20704057324350875,80.63112702686587,
0.22380992628242244,saccade,,0.21577763212773388,,,0.2818894946569857,,842965.9341894061,,0.016666666666666666,842965.9174959871,0.6210757404608183,0.9028528473922142,262.74427599461075,
0.2677272653104939,saccade,,0.21577763212773388,,,1.016345559012596,,842965.9508828251,,0.0125,842965.9383627608,-0.11217323309591731,0.9028528473922142,243.9251081935476,
0.2683337848810701,saccade,,0.21577763212773388,,,0.8501393613975958,,842965.9884430177,,0.020833333333333332,842965.967576244,0.05433196640785973,0.9028528473922142,264.55842949353826,
0.28723489445350714,saccade,,0.23902420773377958,,,0.7693871640015573,,842966.0093097914,,0.008333333333333333,842966.0009630818,-0.24848439766655536,0.5193989325426025,276.8526230878805,
0.2667710127993149,saccade,,0.31146466956922686,,,0.569099674248801,,842966.0468699839,,0.008333333333333333,842966.0385232745,0.2581489037623021,-0.3092003085058463,121.87787126694678,
0.21885636786182036,saccade,,0.29998334695682666,,,1.056747779249771,,842966.0677367576,,0.0125,842966.0552166934,0.8624507181666785,-0.1911892710089382,281.34811049614837,
0.2871026168533498,saccade,,0.30224093917980643,,,0.21558356355127428,,842966.1136436597,,0.020833333333333332,842966.0927768861,-0.09708340930242691,-0.31213765272992455,240.59443635246302,
0.21621327530013407,saccade,,0.21577763212773388,,,0.006190743855625562,,842966.1637239165,,0.041666666666666664,842966.1219903692,0.8966774067629038,0.9028528473922142,290.7062401029702,
0.2502747819486008,saccade,,0.21577763212773388,,,0.5141283319677087,,842966.1887640449,,0.008333333333333333,842966.1804173355,0.3898789211521384,0.9028528473922142,123.39181745658951,
0.28294974056145195,saccade,,0.2280808265969317,,,0.8522772135189892,,842966.2346709471,,0.008333333333333333,842966.2263242375,-0.1413512149068181,0.7091664468262174,251.12696954787276,
0.28365162052060283,saccade,,0.28149498477613616,,,0.02275188998442822,,842966.2513643659,,0.0125,842966.2388443018,-0.16567196027346323,-0.14302223844286496,210.3843821589977,
0.2519501230823311,saccade,,0.226538227609122,,,0.4103972919153688,,842966.2889245586,,0.03333333333333333,842966.2555377207,0.32717678076161877,0.7367901361695313,221.75980419494562,
0.2584056760201247,saccade,,0.27926024596935445,,,0.32250923116729097,,842966.3014446228,,0.008333333333333333,842966.2930979133,0.24499626732339835,-0.07684153739123689,118.27806405790389,
0.25287490406490687,saccade,,0.2919303819260003,,,0.6192096300145897,,842966.3223113965,,0.008333333333333333,842966.313964687,0.3158542621403036,-0.30212946155844206,102.47803232671845,
0.23673052165722053,saccade,,0.21577763212773388,,,0.33932948645173805,,842966.3640449438,,0.016666666666666666,842966.3473515249,0.5641682348472757,0.9028528473922142,268.58468574277225,
0.3509636968370431,saccade,,0.25493225187310536,,,0.874495661040835,,842966.3932584269,,0.016666666666666666,842966.3765650081,-0.31408990824808186,0.5551292370475133,293.86281951547807,
0.23128705367293143,saccade,,0.3477268375380858,,,0.9606933618259258,,842966.4308186196,,0.008333333333333333,842966.4224719101,0.7758331778274908,-0.17778993620279693,273.5056760592283,
0.2870813313497976,saccade,,0.24100125375091033,,,0.37464550433402827,,842966.4433386838,,0.008333333333333333,842966.4349919743,0.31888701168808214,0.690691830943607,120.08777621412216,
0.3652883859633257,saccade,,0.21577763212773388,,,1.2664053881889972,,842966.4600321028,,0.0125,842966.4475120385,-0.35471254022883925,0.9028528473922142,252.66399271127364,
0.36064813576031535,saccade,,0.21577763212773388,,,1.2558685789998403,,842966.4892455859,,0.016666666666666666,842966.4725521669,-0.3446481081821257,0.9028528473922142,301.41230098677624,
0.3601934124087726,saccade,,0.21577763212773388,,,1.239648701257251,,842966.5059390048,,0.0125,842966.4934189406,-0.328370969044252,0.9028528473922142,297.5194733395825,
0.3621796498731972,saccade,,0.21577763212773388,,,1.242320238011998,,842966.5393258428,,0.0125,842966.5268057785,-0.3308268388806711,0.9028528473922142,282.57865728593265,
0.3661143670938662,saccade,,0.23795774076596238,,,1.0821761358871194,,842966.5643659711,,0.016666666666666666,842966.5476725522,-0.3544864063128965,0.7200896210597382,303.91081002259347,
0.2969383537661336,saccade,,0.34645136481426897,,,0.4109723378071515,,842966.5768860353,,0.008333333333333333,842966.5685393258,0.2340916803463416,-0.1738935911503042,117.49531121981929,
0.34527432546288994,saccade,,0.237640394888326,,,0.8715496448077726,,842966.6311396469,,0.0125,842966.6186195826,-0.1345095711257078,0.7303796107941367,250.89933125067128,
0.3184649083422256,saccade,,0.21577763212773388,,,0.816563622106838,,842966.6478330658,,0.0125,842966.6353130016,0.0927627832911625,0.9028528473922142,307.0647958274428,
0.2984171659325099,saccade,,0.24871564169654256,,,0.39558173880408615,,842966.6937399679,,0.03333333333333333,842966.66035313,0.25713207128266197,0.6495835859746389,231.78938132028722,
0.3132671746543953,saccade,,0.3860575302076277,,,0.511724182823571,,842966.7354735152,,0.0375,842966.6979133226,0.15322939549284448,-0.35330075523201226,283.10530591796424,
0.376112484749577,saccade,,0.21577763212773388,,,1.2220011811541456,,842966.7646869984,,0.0125,842966.7521669342,-0.3086007158810802,0.9028528473922142,276.0150149988609,
0.31589607696600286,saccade,,0.21577763212773388,,,0.7476431209028552,,842966.802247191,,0.0125,842966.7897271268,0.16193551699725822,0.9028528473922142,308.55390096172414,
0.34593291787062275,saccade,,-1.3895546294016534,,,5.758341127565051,,842966.8982343499,,0.09166666666666666,842966.8064205458,-0.0548352285787731,5.436192386147728,3520.1524339057955,
0.2946525679058058,saccade,,0.40156615941241247,,,0.3526801316455849,,842966.9316211878,,0.016666666666666666,842966.9149277689,-0.04893380461220606,-0.3850245090254296,1430.1829215883338,
0.271954300826449,saccade,,0.4038753386236066,,,0.6404896702081216,,842966.9566613162,,0.008333333333333333,842966.9483146068,0.2413484437343052,-0.38541921266566104,479.07144272479195,
-0.1989082365107819,saccade,,-1.5656875762326947,,,3.902814918538352,,842966.9858747993,,0.020833333333333332,842966.9650080256,2.240617453619181,5.8968017320263,1124.37803757063,
-0.736410856049681,saccade,,0.41301496350703104,,,3.8158211616188793,,842967.0025682183,,0.0125,842966.9900481541,3.2500006697056523,-0.38866130754078826,709.1177666173468,
0.08817210744173819,saccade,,0.38536500575440935,,,1.3805685240450043,,842967.0776886035,,0.041666666666666664,842967.0359550562,0.9717325798245635,-0.37648140448919054,1945.5453616035488,
0.009178654754336447,saccade,,0.3776599995388164,,,0.7027185741809144,,842967.3280898876,,0.0125,842967.3155698235,0.2456158248568499,-0.3527487858979822,99.21384078413574,
0.14377163162065615,saccade,,0.16249270969783905,,,0.09844650665440323,,842967.3865168539,,0.020833333333333332,842967.3656500803,0.8783696527960536,0.7817192378082458,279.67494198499577,
0.22363386450664596,saccade,,0.3397607120884563,,,0.6107613509946191,,842967.4032102729,,0.0125,842967.3906902086,0.4660136006507537,-0.13361361479113534,95.69931147100446,
0.30793568185834663,saccade,,0.14313886319519006,,,0.4030875150183135,,842968.8638844301,,0.0375,842968.8263242375,0.5137377871459504,0.8816015437919085,201.28362216549925,
0.21924909634468343,saccade,,0.16446304807049505,,,0.13579744191500548,,842968.913964687,,0.016666666666666666,842968.8972712681,0.7074359531893594,0.8316921741200196,184.5809298537882,
0.3398145240255923,saccade,,0.20708731155472704,,,0.354841185572303,,842968.9473515248,,0.008333333333333333,842968.9390048154,0.3981496944390343,0.7272367183010907,125.23385193754658,
0.38943448307048756,saccade,,0.14313886319519006,,,0.643522577544507,,842968.9598715891,,0.008333333333333333,842968.9515248797,0.2870698333828155,0.8816015437919085,154.44694381624714,
0.34708192523128045,saccade,,0.266106294938466,,,0.43482989545680933,,842968.9807383628,,0.008333333333333333,842968.9723916533,0.44112287459307387,0.013893144739042159,116.49626466517104,
0.16890904053237638,saccade,,0.18544979966919245,,,0.30472730910002227,,842972.2359550562,,0.008333333333333333,842972.2276083467,0.40754004800206095,0.10326053469876803,78.95689695815624,
0.14533466747700108,saccade,,0.15670054408900908,,,0.48341415630099116,,842972.2484751204,,0.008333333333333333,842972.2401284109,0.7882349549561866,0.30495275299433333,164.67553789709123,
0.15306816317888058,saccade,,0.14856129041637414,,,0.03618519736056281,,842975.595505618,,0.016666666666666666,842975.5788121991,0.8301131376868298,0.8660166965330748,196.40813293714226,
0.2469514202964797,saccade,,0.23799918684638677,,,0.08338215090012886,,842975.6288924558,,0.016666666666666666,842975.6121990369,0.03771778196405148,0.12061870900610638,212.1667655717818,
0.19714267397319377,saccade,,0.14923835695240784,,,0.39908556836548587,,842975.6414125201,,0.008333333333333333,842975.6330658105,0.4611271924192761,0.8573290484477293,82.30820274201393,
0.18677008987035204,saccade,,0.2192311457541818,,,0.4177781391411527,,842975.658105939,,0.008333333333333333,842975.6497592295,0.37574788873721443,-0.04076986097981172,72.95070675898668,
0.1602599145002284,saccade,,0.14886806007256526,,,0.43688700853059814,,842975.7165329054,,0.008333333333333333,842975.7081861958,0.4006640747138553,0.8374041262288361,98.88567833402989,
0.15537109716239242,saccade,,0.1486455821026163,,,0.6174561409576901,,842975.7415730337,,0.016666666666666666,842975.7248796148,0.23086237032638074,0.8482840553303223,126.24838664389182,
0.15087950896842758,saccade,,0.14856129041637414,,,0.487692959064555,,842975.7582664527,,0.0125,842975.7457463884,0.3783275821520131,0.8660166965330748,235.50755456113197,
0.14974791133190893,saccade,,0.1505303085032581,,,0.3100696524552181,,842975.7749598715,,0.008333333333333333,842975.7666131621,0.39575013593502545,0.08568040601946081,126.05714028603873,
0.15238886209629895,saccade,,0.20942809439932913,,,0.21061815858991326,,842975.8333868379,,0.0125,842975.8208667737,0.1335912763039276,-0.06915720807180428,179.55070567624534,
0.17834380590992086,saccade,,0.2458378659470846,,,0.616587602016034,,842975.9085072231,,0.025,842975.8834670947,0.5910625609082047,-0.02182406265362498,147.48693376605004,
0.21177728307827087,saccade,,0.1512674449941148,,,0.5159234138941919,,842975.9210272874,,0.008333333333333333,842975.9126805778,0.2890459858406511,0.8014112733764022,109.13987173451777,
0.14859292006456634,saccade,,0.14856129041637414,,,0.0032638018931258673,,842975.9585874799,,0.016666666666666666,842975.941894061,0.8627530370356131,0.8660166965330748,196.02836059055443,
0.17473987641693284,saccade,,0.15256043818867346,,,0.7171113566792199,,842976.0378812199,,0.0125,842976.0253611557,0.054368844773698057,0.771140055242143,176.12503250994524,
0.18383017864808743,saccade,,0.15327631456505517,,,0.666177775939633,,842976.0796147672,,0.0125,842976.0670947031,0.04110690623081938,0.7065865330547584,198.1592169467372,
0.16627053726871344,saccade,,0.14856129041637414,,,0.5990662648255395,,842976.1004815409,,0.016666666666666666,842976.0837881219,0.26720998171781263,0.8660166965330748,143.09349973763244,
0.16487727756472964,saccade,,0.15628712341045167,,,0.21425448883119919,,842976.1255216694,,0.008333333333333333,842976.1171749599,0.4498623131567302,0.66394537024357,92.59852606502041,
0.15859419250643092,saccade,,0.1815930576556904,,,0.4669799400234004,,842976.1630818619,,0.008333333333333333,842976.1547351525,0.46069687816186017,-0.005718426853182462,117.26925949020429,
0.16387450917075908,saccade,,0.17597633781631114,,,0.3677207659107562,,842976.1881219904,,0.008333333333333333,842976.1797752809,0.4009660676194842,0.03344287651983825,82.53500200409304,
0.16038108481945318,saccade,,0.1500066918157951,,,0.41539926342151356,,842976.2256821829,,0.008333333333333333,842976.2173354735,0.4136501799078304,0.8289213993776378,84.93624336188302,
0.16656622866041204,saccade,,0.17868339738421923,,,0.3112139103747094,,842976.2382022472,,0.008333333333333333,842976.2298555378,0.4039315382542432,0.09295219737892237,102.07496548286346,
0.16700190530537756,saccade,,0.14856249508447178,,,0.47359291237476187,,842976.2507223114,,0.008333333333333333,842976.2423756019,0.3927501774120886,0.8659857795012571,77.08389292743084,
0.1832810723871812,saccade,,0.23054943507858508,,,0.4435428800858574,,842976.288282504,,0.008333333333333333,842976.2799357945,0.5510040836479744,0.10998420198606804,106.97629719851092,
0.19754960249664752,saccade,,0.17437825392595002,,,0.261596244509141,,842976.3008025682,,0.008333333333333333,842976.2924558588,0.40267200086080834,0.6632413772709042,106.91566246160694,
0.2414408453441751,saccade,,0.15764854754072483,,,0.6761690649115172,,842976.3425361156,,0.0125,842976.3300160514,0.12166791866988327,0.7926291663751417,180.02907202507254,
0.19825427454515007,saccade,,0.23540255647775085,,,0.30950690167642414,,842976.4260032102,,0.0125,842976.4134831461,0.4585515564463549,0.151279880542595,173.0543625694372,
0.19639675755799352,saccade,,0.16500882464508956,,,0.26878609356387134,,842976.4426966292,,0.008333333333333333,842976.4343499198,0.47138124040876783,0.7383296855563857,73.36391697475753,
0.23605158822734887,saccade,,0.14856129041637414,,,0.684820558554521,,842976.4552166935,,0.008333333333333333,842976.4468699839,0.1868039670383482,0.8660166965330748,133.45978826893273,
0.15954337022396275,saccade,,0.15403744511015977,,,0.509037965167051,,842976.5052969502,,0.0125,842976.492776886,0.23875244281236213,0.7477625362070528,133.9212491690205,
-0.3749604288240296,saccade,,0.18258379743941688,,,0.6050615417582347,,842976.5512038523,,0.016666666666666666,842976.5345104334,0.03689325822151197,0.271934736927914,235.33718445860467,
0.1639821981250474,saccade,,0.1127845357205465,,,0.38878937138769354,,842984.8478330658,,0.016666666666666666,842984.8311396468,0.6017567069278639,0.9871614954675191,271.5121659220579,
0.1942750877169459,saccade,,0.2741254345188585,,,0.6063322343288209,,842984.8895666131,,0.016666666666666666,842984.8728731942,0.37163494062326646,-0.22942145868406869,195.79554350931497,
0.2291550876424949,saccade,,0.2591537660284345,,,0.2266825577752816,,842984.9146067416,,0.016666666666666666,842984.8979133227,0.11048580186433447,-0.11420505064568992,242.72467278897614,
0.2024076682734755,saccade,,0.1127845357205465,,,0.6803028604582876,,842984.9271268058,,0.008333333333333333,842984.9187800963,0.31278533222587734,0.9871614954675191,113.57284107327648,
0.24731857596089957,saccade,,0.24712279701980683,,,0.10629865712035735,,842984.9521669341,,0.0125,842984.93964687,-0.05860511188030437,0.04769435447068544,253.05234045462805,
0.1813531994888964,saccade,,0.12994196011101303,,,0.36686653302040967,,842984.9646869984,,0.008333333333333333,842984.956340289,0.5076405764873095,0.870888315799872,111.50994227129898,
0.19250899793392867,saccade,,0.2504162430628308,,,0.3969406519650849,,842984.9897271268,,0.0125,842984.9772070626,0.4468812932715597,0.0541842736647367,266.09149808450434,
0.19937006650493472,saccade,,0.11574699440388753,,,0.5729963413491962,,842985.002247191,,0.008333333333333333,842984.9939004815,0.40021587429146604,0.9670795933719845,84.7391211414793,
0.275586424125506,saccade,,0.2682126241799127,,,0.053855165417635485,,842985.0231139647,,0.016666666666666666,842985.0064205457,-0.11136781156854471,-0.05801924069183312,261.6547592430942,
0.21546151478740214,saccade,,0.11522826032839856,,,0.6814306500595303,,842985.0356340288,,0.008333333333333333,842985.0272873194,0.2967071404570967,0.9707285977208977,100.39263135881482,
0.16817551418463692,saccade,,0.24800786204448932,,,0.5396467390440822,,842985.0481540931,,0.008333333333333333,842985.0398073837,0.6168496205714183,0.08313696134289267,180.37317076478882,
0.16363897867271432,saccade,,0.2622525701392042,,,0.6621468349579973,,842985.064847512,,0.0125,842985.0523274478,0.6471782592330713,-0.007588736322746838,191.91507729672543,
-0.04175319420258647,saccade,,0.06545991612845667,,,1.5975200399142628,,842985.1191011237,,0.025,842985.0940609952,1.5631384115998403,-0.030780180100087734,1556.0427908255865,
-0.9249862637111456,saccade,,0.08472241648445192,,,2.2281157857070166,,842985.2317817014,,0.016666666666666666,842985.2150882825,2.7011451289503183,0.7148665473993177,754.8311782178271,
0.005544308603834758,saccade,,0.2621114873814937,,,0.5269569828102575,,842985.2443017657,,0.008333333333333333,842985.2359550562,0.19207526776615882,-0.26820557515438503,127.76471264481748,
0.11362059786543677,saccade,,0.3836916305954565,,,1.3663866630824817,,842987.5354735153,,0.0125,842987.522953451,0.976646412192397,-0.3627979743950004,317.42502577093086,
0.11157160229426333,saccade,,0.3507464683765902,,,1.195915602096493,,842987.5772070626,,0.0125,842987.5646869984,0.986334383306005,-0.18543088939615598,293.77351605652285,
0.26964516374953673,saccade,,0.10710136519585395,,,0.8132203154772653,,842987.6105939004,,0.029166666666666667,842987.5813804173,0.21214125177663154,1.0089562139143897,201.45836601806437,
0.1125044652392056,saccade,,0.3899605210821618,,,1.3785233947094464,,842987.6398073836,,0.0125,842987.6272873194,0.9823250002554333,-0.36800218579311217,330.1737576627544,
0.3503719776857982,saccade,,0.3097108508022741,,,0.11050507900992167,,842988.2199036918,,0.020833333333333332,842988.1990369181,-0.3281034783102487,-0.225349422299641,176.6614442412951,
0.11445095948428141,saccade,,0.3366573373706554,,,1.2767610615074099,,842988.2574638844,,0.016666666666666666,842988.2407704655,0.9675060523872511,-0.2897805552502364,299.6022950845395,
0.1127649658264966,saccade,,0.32606141915891323,,,1.3301112700671585,,842988.2991974318,,0.0125,842988.2866773675,0.9717588196552568,-0.34114935835746363,261.98187031188644,
0.12863640790007097,saccade,,0.3455413806211287,,,1.2087143209362574,,842988.3451043338,,0.03333333333333333,842988.311717496,0.8910695373386277,-0.2980345132710826,245.70909782037836,
0.1219666453423825,saccade,,0.11853806771334555,,,0.01948019582637807,,842988.3784911718,,0.016666666666666666,842988.3617977528,0.9277703717733874,0.9469465159685031,293.6733650191122,
0.30842500428444614,saccade,,0.1229550734603374,,,1.0322061166816148,,842988.391011236,,0.008333333333333333,842988.3826645265,-0.0820613394238476,0.9333528048931486,251.13155674274884,
0.2658262822295046,saccade,,0.131469803151972,,,0.6370872112008592,,842988.4077046548,,0.0125,842988.3951845907,0.25192735740357486,0.8746899854695742,282.554371039785,
0.2138747851257185,saccade,,0.1246056346856476,,,0.5088109333792615,,842988.4410914928,,0.029166666666666667,842988.4118780097,0.42078581404176046,0.9217067905929985,298.63061603981345,
0.18228595555393395,saccade,,0.3788793741423627,,,0.9993859198789002,,842988.4577849117,,0.0125,842988.4452648475,0.6342135715415682,-0.34565744691852496,93.34308827232145,
0.19348268871391966,saccade,,0.1506592888652249,,,0.22371467860196054,,842988.4869983948,,0.020833333333333332,842988.4661316212,0.5784062388054209,0.7979850423192585,238.12590503612904,
0.31889000306083926,saccade,,0.10703276440118756,,,1.0477854140479064,,842988.5036918138,,0.0125,842988.4911717495,-0.016856926423985508,1.009294393609097,199.68649132104562,
0.4023623918046549,saccade,,0.12373907892480152,,,1.3378075386914619,,842988.5495987159,,0.029166666666666667,842988.5203852328,-0.37621932006315406,0.9322674106306537,339.99351105681103,
0.24097385839717161,saccade,,0.10703276440118756,,,0.6319109630229427,,842988.5704654895,,0.016666666666666666,842988.5537720707,0.39173877697325565,1.009294393609097,207.3752460133,
0.24830032651160616,saccade,,0.10711782179262612,,,0.6621794223064643,,842988.5913322632,,0.008333333333333333,842988.5829855538,0.3619518003618611,1.0089087741831013,116.33204235733933,
0.23830040070119032,saccade,,0.1310376654169033,,,0.4933440515953389,,842988.6121990369,,0.008333333333333333,842988.6038523274,0.414174443353241,0.8957193898373279,143.62657985024202,
0.26638568677718427,saccade,,0.3909730199272718,,,0.4114813893349323,,842988.6247191011,,0.008333333333333333,842988.6163723917,0.25534382542939954,-0.13682967187446682,157.08544535287268,
-0.28740821804483807,saccade,,-1.3346046060317311,,,3.7566020606441803,,842988.6706260032,,0.03333333333333333,842988.6372391654,1.6528790948311787,5.26098252296666,1248.3856979662305,
0.21978649420073215,saccade,,0.22472840109548115,,,0.42549901697464193,,842988.7040128411,,0.029166666666666667,842988.6747993579,0.2206244886408708,-0.204849030098365,4654.357283491375,
-0.25028517265370487,saccade,,0.41181950776643783,,,1.1217093353541643,,842988.8041733548,,0.08333333333333333,842988.7207062601,0.5182983932200533,-0.38716280312211854,5733.5560589023735,
-1.9164385240353956,saccade,,0.20781026592318924,,,4.19840377755698,,842988.9252006421,,0.03333333333333333,842988.8918138042,3.4293325601085995,-0.19262577918772555,6194.900437301644,
-2.4254675749367616,saccade,,0.30921349493931993,,,5.0542154295252155,,842988.9711075441,,0.020833333333333332,842988.9502407705,4.0677222546410485,-0.18389092379537722,4115.654053525197,
0.5001595466444663,saccade,,0.23714235103654935,,,0.309363409409338,,842989.0420545746,,0.058333333333333334,842988.9836276084,-0.2996619346402235,-0.13678523671130935,3487.1608884340008,
-0.9329250043885319,saccade,,-9.589418916181355,,,15.588967647986392,,842989.1463884431,,0.029166666666666667,842989.1171749599,1.2274172863139674,14.259845226532015,3218.615475370899,
-8.251513095551271,saccade,,0.4121389920121282,,,16.331858779722197,,842989.1922953451,,0.041666666666666664,842989.1505617978,13.614410983531194,-0.2761747964374587,3797.7662522719265,
-1.3281687566702718,saccade,,0.3240964453278243,,,3.138195399544827,,842989.2173354735,,0.0125,842989.2048154093,2.848915215019063,0.18070791135899472,858.0399347031805,
0.21499656700817293,saccade,,0.4053671555637021,,,1.2402089930344473,,842989.2340288925,,0.0125,842989.2215088282,0.9570604626868109,-0.2684691318023926,192.48947959020865,
-0.08351839041873846,saccade,,0.37881625548471753,,,0.7068105295109935,,842989.4343499198,,0.08333333333333333,842989.3508828251,0.1628598452998764,-0.3717720363994219,4852.006219345097,
-8.550558209959728,saccade,,-11.140061192925392,,,4.385577197983391,,842989.4635634029,,0.025,842989.4385232745,12.511615589594369,16.104328849012088,3811.8380366465667,
-8.00986306169965,saccade,,0.018329510813906283,,,14.110482086177875,,842989.4886035313,,0.020833333333333332,842989.4677367576,11.62534261764242,-0.016751993386942204,1704.0487857229036,
-3.115511416688981,saccade,,0.44430072671621845,,,6.20341378523503,,842989.6638844302,,0.020833333333333332,842989.6430176565,4.6906284377127605,-0.39193433531866456,2708.5396760313392,
-14.82156259849854,saccade,,0.5464999650728474,,,25.356176329314486,,842989.8349919743,,0.15416666666666667,842989.6805778492,20.793544592908365,0.4017549057840985,6267.418874116873,
