,block,condition,exp_event,msg_time,element,grid_size,posx,posy,angle,trial,vel,pic_id,lum,shake_x,shake_y
315,1.0,SMALLGRID_AFTER,element,2713.9865175712957,5.0,13.0,6.247859218131054,2.5811462130272744,,,,,,,
316,,GRID,buttonpress,2715.3220413579975,,,,,,,,,,,
317,,GRID,buttonpress,2715.3223579562223,,,,,,,,,,,
318,1.0,SMALLGRID_AFTER,element,2715.3280783432774,6.0,13.0,-18.20603542423191,-7.727833286277566,,,,,,,
319,,GRID,buttonpress,2717.066024315241,,,,,,,,,,,
320,,GRID,buttonpress,2717.0663159234477,,,,,,,,,,,
321,1.0,SMALLGRID_AFTER,element,2717.0781761308554,7.0,13.0,6.247859218131054,-2.5811462130272744,,,,,,,
322,,GRID,buttonpress,2718.8783104509025,,,,,,,,,,,
323,,GRID,buttonpress,2718.8841950120736,,,,,,,,,,,
324,1.0,SMALLGRID_AFTER,element,2719.240821576873,8.0,13.0,-6.247859218131054,-2.5811462130272744,,,,,,,
325,,GRID,buttonpress,2720.386191644782,,,,,,,,,,,
326,,GRID,buttonpress,2720.3865250880185,,,,,,,,,,,
327,1.0,SMALLGRID_AFTER,element,2720.395032150049,9.0,13.0,0.0,-7.727833286277566,,,,,,,
328,,GRID,buttonpress,2721.7541530774783,,,,,,,,,,,
329,,GRID,buttonpress,2721.754487342715,,,,,,,,,,,
330,1.0,SMALLGRID_AFTER,element,2721.763696803243,10.0,13.0,-6.247859218131054,2.5811462130272744,,,,,,,
331,,GRID,buttonpress,2724.3303743036636,,,,,,,,,,,
332,,GRID,buttonpress,2724.330674650877,,,,,,,,,,,
333,1.0,SMALLGRID_AFTER,element,2724.339751563311,11.0,13.0,18.20603542423191,0.0,,,,,,,
334,,GRID,buttonpress,2725.9317335468068,,,,,,,,,,,
335,,GRID,buttonpress,2725.935766679666,,,,,,,,,,,
336,1.0,SMALLGRID_AFTER,element,2725.9452350653773,12.0,13.0,18.20603542423191,7.727833286277566,,,,,,,
337,,GRID,buttonpress,2727.546344314343,,,,,,,,,,,
338,,GRID,buttonpress,2727.5466798705806,,,,,,,,,,,
339,1.0,SMALLGRID_AFTER,element,2727.553600964487,13.0,13.0,0.0,0.0,,,,,,,
